iteration,predicted,var,actual
0,-0.4179674110084487,0.48978604955413263,-0.9886015552521764
1,-0.7668750179383561,0.2625100571461984,-0.5820482829542634
2,-0.6028231166617535,0.25576306542860966,-0.5965935850265526
3,-0.6203273384283703,0.2500573925148769,0.6780041788670059
4,0.0003263262947948431,0.2444938328480709,-0.36761646176974005
5,-0.37891740608636637,0.24095801378598924,0.057839558419411276
6,-0.12258772950478976,0.24091620562003777,-0.44114357825846345
7,-0.3075582535833855,0.24086935104684584,-0.274128961524011
8,-0.2149149103237637,0.24082421987897026,-0.8475235345163612
9,-0.5683885039175797,0.2407807778619999,0.4346460875273438
10,0.006880182619567889,0.24073668583790386,-0.1017119553120042
11,-0.2143032154630029,0.24069157992514287,-0.11907142201976831
12,-0.19277267353773342,0.24064856666515172,-0.08810843126094406
13,-0.16323063181150704,0.24060502783909538,-0.7360240014573102
14,-0.4109101767860683,0.24056200965280264,-0.3255969079678742
15,-0.31169197245003966,0.24051882061574528,-0.8376602609376546
16,-0.5757428800854179,0.2404746477152022,-0.12205406528213264
17,-0.2935230815497064,0.24043104692037987,-0.39269140829897436
18,-0.4234586672546685,0.24039742007611556,-0.16644407103204698
19,-0.28606839252252725,0.2403678049076454,0.08771130773094882
20,-0.14869650560814368,0.24034056228086068,0.315131897752361
21,0.03726444175408056,0.24030533475813914,0.06817629391154677
22,-0.03781164224967099,0.24028190753611062,0.6645426387170851
23,0.29352270354878507,0.24028094967069677,0.5589473051219944
24,0.31937931947220627,0.24028053824706802,-0.4244162571148938
25,-0.10621470533183817,0.24028085553437234,-0.2148474716437183
26,-0.07367826958731585,0.24028066949977614,-0.11676189282523279
27,-0.04862509357442943,0.24028057701463978,-0.7643600730423875
28,-0.42455074580044333,0.24028144562944298,-0.5824079772121543
29,-0.44749074010951073,0.2402819507887887,-0.7785180363043499
30,-0.5567038371204441,0.2402807878615888,0.33021565281294374
31,-0.06995212536521664,0.24028602134775376,0.01706157109052817
32,-0.18450065788178333,0.24028152776547806,-0.4447586182310807
33,-0.34161225399016276,0.24028082823127372,-1.0252452537977779
34,-0.6113473702088138,0.2402827562797001,-0.07653500162385106
35,-0.18255032311485198,0.24028091478714628,-0.498731029134018
36,-0.41384219824447216,0.24028065164364043,-0.754961298921976
37,-0.5801884443768265,0.24027997680125432,0.03800078761584728
38,-0.22421303411233076,0.24028013047348534,-0.6383810850328684
39,-0.4610420531421465,0.24028033659421885,-0.17516474358636658
40,-0.2862251870619413,0.24028003744670987,-0.3759588868606266
41,-0.3562753966379155,0.2402801675513669,-0.85949769060797
42,-0.560734178410671,0.24028029437469098,-0.30330807567793117
43,-0.3751696882393591,0.24028058969892552,-0.8598021576044264
44,-0.6175960426491963,0.24028011156688275,-0.6375078474947341
45,-0.5774084404359776,0.24028077155683267,-0.9072412249578947
46,-0.7366243960158942,0.24027983454326338,-0.7765728404692261
47,-0.6811594646194964,0.2402813386555251,-0.6254892816191215
48,-0.6511786290901904,0.24028050761053563,-1.3775618725257588
49,-0.9966863528514174,0.24028151851694432,-0.5182021838106455
50,-0.6487999457239165,0.2402814728011886,-0.5590353036990019
51,-0.6361882972362992,0.24028216145062425,-0.7640709979807796
52,-0.7153379535439232,0.2402806375883468,-1.4442297920535658
53,-1.0608566261962413,0.24028053411787914,0.1386940959082705
54,-0.3165291119506309,0.24028235461420894,-0.09718293451525012
55,-0.3720481142566622,0.24028144756214448,0.7202215311446
56,0.06458664571698458,0.24028179664946459,0.6379695054083576
57,0.15185224855504692,0.24028130608422152,0.25537747358860186
58,0.14609069932984364,0.2402802420968677,0.43355523820380876
59,0.24822429231345317,0.24028126019107682,0.1720276104617492
60,0.16875192694564667,0.24028079522340645,-0.22329633298473484
61,-0.06013764117715145,0.24028302562806253,0.08664246344939691
62,0.018013672462640136,0.24028065405582283,-0.4703424258308178
63,-0.25995561674843504,0.2402800317864204,0.4763629154299782
64,0.12349555338295432,0.24028198856361557,0.38265530049423635
65,0.10880727395036055,0.2402816477758636,-0.7020222416628924
66,-0.35383069792029337,0.2402804509113915,-0.6191339094616555
67,-0.3788758808020718,0.2402810047701152,-0.07353138210602418
68,-0.1270550441273648,0.24028027437615787,-0.689105284040175
69,-0.46257964368581617,0.24028162280798268,-0.326351382882156
70,-0.3763623645237775,0.24028113194860654,0.9890905151217778
71,0.2931990700726672,0.24028299632927605,-0.08005248813803172
72,-0.07827094912690778,0.2402801706858361,0.29985561182760556
73,0.10693274778884249,0.2402835961929598,-0.05515675954604215
74,0.024658972586028248,0.24028076579061192,0.3671130081078947
75,0.2592411092409591,0.24028036402854305,-0.3726636185790363
76,-0.14511677364850548,0.24028023276394003,-0.4310973978443494
77,-0.19899150838441723,0.2402806496871323,-0.5038644623021553
78,-0.3016424538651874,0.24028032720228992,-0.5410468183409058
79,-0.364103700699864,0.24028059366562574,-0.5274888998857838
80,-0.4372970550959787,0.2402814922909603,0.8196662668953167
81,0.19012536323581355,0.24028306359473206,-0.4928689901178123
82,-0.3333906542459834,0.2402806310325364,-0.7283068302056455
83,-0.4474216355873949,0.2402816221380955,-0.5819448740376199
84,-0.3981341622739998,0.24028074730526228,-0.12903515245031108
85,-0.18590884051968257,0.2402810055727418,1.096356503296329
86,0.3207649164202651,0.2402809325801703,-0.02422321137636113
87,-0.0825154044710974,0.24028058001741784,-0.31886017470553996
88,-0.1617699067250715,0.24028124223774316,1.2624045529642605
89,0.620988808342279,0.24028224038969828,0.35869101270567744
90,0.31004911297163107,0.24028105629214058,0.7926665198649118
91,0.46549688462814254,0.24028275319980094,0.5526580215768749
92,0.4247780806205251,0.24028026793576585,0.23268094147355955
93,0.33925059749834335,0.2402823117747928,-0.37460193217469795
94,-0.03420529968185787,0.24027996782595085,0.5182147490155984
95,0.32987838268583813,0.24028061730446423,1.0363198025931963
96,0.560240339244112,0.2402806413969147,0.45227722071494636
97,0.32399117865241983,0.24028073472314596,0.36100958489389573
98,0.3038567912679634,0.2402806724744481,0.45337292947685665
99,0.4137888840061794,0.24028001557137463,1.1882190756100357
100,0.7679953901050609,0.24028135076560425,0.3231089710191668
101,0.37712421338006086,0.2402805839436233,0.4411833627570125
102,0.42919948671063707,0.2402865323380348,-0.021652668207012702
103,0.21088281128713393,0.24028042898469887,-0.307925384675301
104,0.0379433918868724,0.24028103683072524,0.6185584663298053
105,0.3635664121070906,0.24028017555498807,-0.9767787606760905
106,-0.3698937336909797,0.24028044898208156,-0.24331308571256882
107,-0.13942763920673112,0.2402815934153021,0.08685564161350562
108,-0.00835602913924654,0.2402820636488911,0.4634830822351148
109,0.2054786746171243,0.24028113242760166,0.02607397709135509
110,-0.011722040260163066,0.24028047724384136,-0.7882888249671581
111,-0.3294885292544601,0.24028038470572988,-0.37329521288445733
112,-0.1827454367533717,0.24028083678242318,-0.46218669960418063
113,-0.27113306712387947,0.24028001675875468,0.3124652453316895
114,0.01813135919653216,0.24028210637239325,-0.29997254246932065
115,-0.2519663068261712,0.24028055048464242,-0.17925944983244918
116,-0.15362763613425348,0.24028034956610964,-0.830655019635865
117,-0.4554075116359983,0.24028060935863965,0.22067728217109936
118,0.006232633088807386,0.24028140558498085,0.03990177829114405
119,-0.0896581476240196,0.24028048579208436,-0.599807114701733
120,-0.37129744544603904,0.24028043628057502,-0.7100811909945874
121,-0.46593088505432384,0.24028201167261276,0.06596790127437512
122,-0.09675022765760986,0.2402804872984656,-0.053310985399827406
123,-0.16843735227352175,0.24028106291077792,-1.031121813213089
124,-0.648972687338565,0.24028072029058317,0.6641345623427469
125,0.12269127480010522,0.24028065285941785,-0.9495782186779914
126,-0.533098286182964,0.2402811999473559,-0.5224685773304361
127,-0.4219071468611116,0.24028071393781752,0.38459513604215945
128,-0.021554235038360837,0.2402842825678959,-0.24929359397126374
129,-0.2059134902406552,0.24028067706792489,-0.9418487430638994
130,-0.6153491279223904,0.24028007035492518,-1.5521255182275147
131,-0.9175451894650068,0.24028129336933482,-0.5631635794116272
132,-0.5378129674320812,0.24028085544135835,-1.0166133065171103
133,-0.8313155182509759,0.24028017185776304,0.043325585279867594
134,-0.38958673979423736,0.2402851375133601,0.9279816029495701
135,0.11916029929086583,0.2402806543179361,-0.3779258024156247
136,-0.3010622362958839,0.24028042136811445,-0.5389519411540511
137,-0.36379823705415043,0.2402819812006105,-0.4740886608373989
138,-0.2961772639852783,0.24028042682165238,0.5122231773329055
139,0.137630371634679,0.2402803926079673,0.9411686568541007
140,0.3116802710519018,0.24028088412174184,2.2710015976520577
141,1.064065802123935,0.240285982682646,2.6146776375065945
142,1.4785943133310684,0.24028266484340344,1.424176704055174
143,1.1824178650443704,0.24028001332322035,1.4730826912989299
144,1.2898345806538472,0.24028032573703256,0.8873264036139338
145,1.0626819301097488,0.240280246205409,-0.5498319828280851
146,0.27310525081933057,0.24028014270122616,-0.2143153064472909
147,0.1673662497150428,0.24028011540379188,0.08378572399356207
148,0.18185947613784972,0.24028102392913966,-0.353175008720833
149,-0.13712508024356768,0.24028035561561972,1.047662994403977
150,0.4290249436033104,0.24028031010490694,-0.019373956948443287
151,0.0561923901760959,0.24027990533717994,-0.898379217585904
152,-0.3434865597689382,0.24028069199069838,0.8962185001259609
153,0.4425112936824457,0.24028137657706222,0.38820455819365257
154,0.31081124284327677,0.24028025053138732,0.25477765338789166
155,0.2027238685822248,0.24028002711811697,-0.31900876812307877
156,-0.04891023579293692,0.24028017218629344,-0.47421911473274153
157,-0.08484892508022067,0.24027999766629476,-0.2034341832684995
158,-0.0673871626016962,0.24028009590107263,-0.5628866566489831
159,-0.2859283232004718,0.24028024701812656,-0.5100676977311736
160,-0.3279460202621225,0.24028020438932268,-0.08571698271582866
161,-0.1469418669062554,0.2402798969675456,-0.23425136276466113
162,-0.19371078533092656,0.24027989682405307,-0.8486842856974359
163,-0.5087313659957599,0.24027974738468677,-0.597299912286185
164,-0.43555828457411927,0.2402801632770688,-0.6481044769769765
165,-0.48119116530083283,0.24027984590915852,-0.4181737726734235
166,-0.43152246527662264,0.24028025094208633,-0.3419939884721902
167,-0.41907899339002974,0.24028099549272794,0.18726561808942765
168,-0.12215069223578501,0.2402805257396526,-1.0267343362325076
169,-0.6381659597919612,0.24028000154560303,-0.4802777913585866
170,-0.41447093323645307,0.24028049817866645,-0.3997662763404462
171,-0.38176966708902016,0.2402800435359912,0.05830153495020558
172,-0.1766653650659191,0.24028060383702476,-0.010257286559250864
173,-0.21956068670968854,0.24027980431849247,-0.6932049902308921
174,-0.4582777941422321,0.2402803782507668,-0.7730988242132688
175,-0.5251221975645656,0.24028093640143622,-0.7655065967905232
176,-0.560067318728989,0.24028139844306634,0.12384561569013036
177,-0.20744553181400377,0.24028008934693937,1.0554381940167386
178,0.2538905479555228,0.24027971103042262,0.1310472385421455
179,-0.03649219103938338,0.24028008815374746,-0.0019462076340587395
180,-0.024201158380191816,0.2402832244204209,-0.5986699894125427
