iteration,r,predicted,var,actual
0,-0.2653650849117648,-0.38053644074487275,0.5059373894515398,-0.9886015552521764
1,-0.2653650849117648,-0.730456564943924,0.18419664376561268,-0.5820482829542634
2,-0.2653650849117648,-0.5712230425954126,0.1760899499747367,-0.5965935850265526
3,-0.2653650849117648,-0.5619948089882221,0.172519732634367,0.6780041788670059
4,-0.2653650849117648,0.023480046422680555,0.1693312059341095,-0.36761646176974005
5,-0.2653650849117648,-0.2670800767632739,0.1678643101997725,0.057839558419411276
6,-0.2653650849117648,-0.09754079307051514,0.16780146247278493,-0.44114357825846345
7,-0.2653650849117648,-0.26269094095141976,0.16784211205754412,-0.274128961524011
8,-0.2653650849117648,-0.2182556558589897,0.16787894556591032,-0.8475235345163612
9,-0.2653650849117648,-0.5021922711592942,0.16791319520477987,0.4346460875273438
10,-0.2653650849117648,0.0006376612990523119,0.16794886197973385,-0.1017119553120042
11,-0.2653650849117648,-0.124197038701783,0.1679797974982442,-0.11907142201976831
12,-0.2653650849117648,-0.1390923775908186,0.16800562715426462,-0.08810843126094406
13,-0.2653650849117648,-0.11622173160350492,0.16802699493295145,-0.7360240014573102
14,-0.2653650849117648,-0.3859011294305175,0.16804438565893232,-0.3255969079678742
15,-0.2653650849117648,-0.2939824345447108,0.1680581480669337,-0.8376602609376546
16,-0.2653650849117648,-0.5256833104286254,0.16806849987960434,-0.12205406528213264
17,-0.2653650849117648,-0.27639295131662783,0.16807571937486918,-0.39269140829897436
18,-0.2653650849117648,-0.35034415434292526,0.16808222771213144,-0.16644407103204698
19,-0.2653650849117648,-0.2498487297328523,0.168088668533125,0.08771130773094882
20,-0.2653650849117648,-0.10183376248218737,0.16809445527211492,0.315131897752361
21,-0.2653650849117648,0.06685357202062311,0.16809869745723735,0.06817629391154677
22,-0.2653650849117648,0.017324925597977853,0.1681067077446317,0.6645426387170851
23,-0.2653650849117648,0.30520870622982765,0.16811846110392853,0.5589473051219944
24,-0.2653650849117648,0.35502945803671937,0.1681299998611521,-0.4244162571148938
25,-0.2653650849117648,-0.058167180013044543,0.16814156139191902,-0.2148474716437183
26,-0.2653650849117648,-0.07322894149240639,0.16815322314506442,-0.11676189282523279
27,-0.2653650849117648,-0.05144589831549019,0.1681648842468472,-0.7643600730423875
28,-0.2653650849117648,-0.37600016632995426,0.16817645875607592,-0.5824079772121543
29,-0.2653650849117648,-0.41038383042447696,0.16818800491233382,-0.7785180363043499
30,-0.2653650849117648,-0.5256273246400816,0.16819953564341877,0.33021565281294374
31,-0.2653650849117648,-0.06684058296152015,0.16821102971472954,0.01706157109052817
32,-0.2653650849117648,-0.09833011548871481,0.16822245805948444,-0.4447586182310807
33,-0.2653650849117648,-0.28326334210003457,0.16823379565850236,-1.0252452537977779
