iteration,r,predicted,var,actual
0,0.2680187658008773,-0.38611567560215754,0.5222211399206078,-0.9886015552521764
1,0.2680187658008773,-0.7424237916448231,0.18420725527697368,-0.5820482829542634
2,0.2680187658008773,-0.5804393314823584,0.17536406716573785,-0.5965935850265526
3,0.2680187658008773,-0.5701192614659253,0.17152705171059857,0.6780041788670059
4,0.2680187658008773,0.017159164734377376,0.16811414565351776,-0.36761646176974005
5,0.2680187658008773,-0.27506877901830307,0.16649707520374646,0.057839558419411276
6,0.2680187658008773,-0.10572258966289393,0.1663709243821213,-0.44114357825846345
7,0.2680187658008773,-0.26977098658491805,0.16638614788056544,-0.274128961524011
8,0.2680187658008773,-0.22430925389760165,0.16640369272844083,-0.8475235345163612
9,0.2680187658008773,-0.5072823658199516,0.16641950571975597,0.4346460875273438
10,0.2680187658008773,-0.004562413053048879,0.1664380262627104,-0.1017119553120042
11,0.2680187658008773,-0.12933963420366718,0.16645426241019012,-0.11907142201976831
12,0.2680187658008773,-0.14476003940122623,0.16646706247882728,-0.08810843126094406
13,0.2680187658008773,-0.12166839701458226,0.1664767207961098,-0.7360240014573102
14,0.2680187658008773,-0.3904628634595801,0.16648365603395326,-0.3255969079678742
15,0.2680187658008773,-0.29787768521141256,0.16648820157430289,-0.8376602609376546
16,0.2680187658008773,-0.528867428484383,0.16649053112227896,-0.12205406528213264
17,0.2680187658008773,-0.27985989687607876,0.16649083599672918,-0.39269140829897436
18,0.2680187658008773,-0.3538258127711781,0.1664916137014619,-0.16644407103204698
19,0.2680187658008773,-0.25380901868047007,0.1664926824746702,0.08771130773094882
20,0.2680187658008773,-0.10592834536846844,0.16649304807515006,0.315131897752361
21,0.2680187658008773,0.0625788092747341,0.16649155878331934,0.06817629391154677
22,0.2680187658008773,0.013253046250502002,0.16649546900363413,0.6645426387170851
23,0.2680187658008773,0.30098182387501926,0.1665059144111081,0.5589473051219944
24,0.2680187658008773,0.35114164938955705,0.16651640040851437,-0.4244162571148938
25,0.2680187658008773,-0.06119280467673689,0.16652642545566373,-0.2148474716437183
26,0.2680187658008773,-0.07564853935697674,0.1665360576016106,-0.11676189282523279
27,0.2680187658008773,-0.053137474671182384,0.16654533940615526,-0.7643600730423875
28,0.2680187658008773,-0.37706942043178615,0.16655431293388065,-0.5824079772121543
29,0.2680187658008773,-0.4116829569339464,0.16656303117414215,-0.7785180363043499
30,0.2680187658008773,-0.5268336899805847,0.16657153493461505,0.33021565281294374
31,0.2680187658008773,-0.06890070169181625,0.16657984990024322,0.01706157109052817
32,0.2680187658008773,-0.10082606451381805,0.16658799322931878,-0.4447586182310807
33,0.2680187658008773,-0.2861095292821599,0.16659597840717025,-1.0252452537977779
34,0.2680187658008773,-0.5821985383201371,0.16660381708086913,-0.07653500162385106
35,0.2680187658008773,-0.22827063455970933,0.1666115184947822,-0.498731029134018
36,0.2680187658008773,-0.3645660595163014,0.1666190899981612,-0.754961298921976
37,0.2680187658008773,-0.5284141541492617,0.16662653768978553,0.03800078761584728
38,0.2680187658008773,-0.2108003734666757,0.1666338668519304,-0.6383810850328684
39,0.2680187658008773,-0.4219109256948712,0.1666410821846651,-0.17516474358636658
40,0.2680187658008773,-0.26719999827595364,0.1666481878928378,-0.3759588868606266
41,0.2680187658008773,-0.3171439486221088,0.16665518801600512,-0.85949769060797
42,0.2680187658008773,-0.5392929573837677,0.16666208602288993,-0.30330807567793117
43,0.2680187658008773,-0.36309720516619054,0.1666688848563641,-0.8598021576044264
44,0.2680187658008773,-0.5788922617365496,0.1666755867104843,-0.6375078474947341
45,0.2680187658008773,-0.5501870457981839,0.16668219428786646,-0.9072412249578947
46,0.2680187658008773,-0.6837806679269369,0.1666887117075951,-0.7765728404692261
47,0.2680187658008773,-0.661204776335178,0.1666951421214196,-0.6254892816191215
48,0.2680187658008773,-0.6066154879064619,0.16670148794563236,-1.3775618725257588
49,0.2680187658008773,-0.9376312004299908,0.1667077512338789,-0.5182021838106455
50,0.2680187658008773,-0.641564306777887,0.16671393389784428,-0.5590353036990019
51,0.2680187658008773,-0.5909378441865866,0.1667200377663502,-0.7640709979807796
52,0.2680187658008773,-0.6644807927119954,0.16672606450066862,-1.4442297920535658
53,0.2680187658008773,-0.9949786193589667,0.166732015615758,0.1386940959082705
54,0.2680187658008773,-0.35048587979941304,0.16673789251765148,-0.09718293451525012
55,0.2680187658008773,-0.2999665367243445,0.16674369652883936,0.7202215311446
56,0.2680187658008773,0.1154545982639117,0.1667494289013821,0.6379695054083576
57,0.2680187658008773,0.23418915178731978,0.16675509082322287,0.25537747358860186
58,0.2680187658008773,0.17079786192232851,0.16676068342596537,0.43355523820380876
59,0.2680187658008773,0.2628632966794286,0.16676620779233586,0.1720276104617492
60,0.2680187658008773,0.18354626000203328,0.16677166496225007,-0.22329633298473484
61,0.2680187658008773,-0.027332240102996265,0.16677705593755351,0.08664246344939691
62,0.2680187658008773,0.0398288541495354,0.16678238168584805,-0.4703424258308178
63,0.2680187658008773,-0.21202162363744093,0.1667876431439526,0.4763629154299782
64,0.2680187658008773,0.13748954128199647,0.16679284122041307,0.38265530049423635
65,0.2680187658008773,0.17848804101406068,0.1667979767981161,-0.7020222416628924
66,0.2680187658008773,-0.2830790488193776,0.16680305073664595,-0.6191339094616555
67,0.2680187658008773,-0.3654763299927306,0.16680806387531277,-0.07353138210602418
68,0.2680187658008773,-0.14997578455221894,0.1668130170345498,-0.689105284040175
69,0.2680187658008773,-0.4098140353390702,0.16681791101471832,-0.326351382882156
70,0.2680187658008773,-0.3344009206447299,0.16682274659751278,0.9890905151217778
71,0.2680187658008773,0.2954694351833403,0.1668275245476896,-0.08005248813803172
72,0.2680187658008773,0.000958951432743646,0.16683224561444168,0.29985561182760556
73,0.2680187658008773,0.13183334310325215,0.16683691053236285,-0.05515675954604215
74,0.2680187658008773,0.035366637462852624,0.16684152002215227,0.3671130081078947
75,0.2680187658008773,0.22141263159130875,0.1668460747913843,-0.3726636185790363
76,0.2680187658008773,-0.09409193140181922,0.16685057553524094,-0.4310973978443494
77,0.2680187658008773,-0.20215570481555095,0.16685502293715576,-0.5038644623021553
78,0.2680187658008773,-0.29112244401193565,0.16685941766937376,-0.5410468183409058
79,0.2680187658008773,-0.35503120771123076,0.16686376039344564,-0.5274888998857838
80,0.2680187658008773,-0.39993959574783694,0.16686805176067793,0.8196662668953167
81,0.2680187658008773,0.19508377004641583,0.16687229241254192,-0.4928689901178123
82,0.2680187658008773,-0.2357245490986984,0.16687648298104268,-0.7283068302056455
83,0.2680187658008773,-0.42516333580212945,0.16688062408905266,-0.5819448740376199
84,0.2680187658008773,-0.4096861359079093,0.16688471635061514,-0.12903515245031108
85,0.2680187658008773,-0.2130476371864088,0.16688876037122047,1.096356503296329
86,0.2680187658008773,0.36022227853096195,0.16689275674805892,-0.02422321137636113
87,0.2680187658008773,0.02807472696494901,0.16689670607025228,-0.31886017470553996
88,0.2680187658008773,-0.13601310062202934,0.16690060891906763,1.2624045529642605
89,0.2680187658008773,0.5688519175264082,0.1669044658681135,0.35869101270567744
90,0.2680187658008773,0.35286310191677456,0.16690827748351988,0.7926665198649118
91,0.2680187658008773,0.5011820782449046,0.16691204432410459,0.5526580215768749
