iteration,predicted,var,actual
0,-0.3540896707820088,0.31414962593941925,-0.9886015552521764
1,-0.605618397580033,0.23077095706448292,-0.5820482829542634
2,-0.4979209703679655,0.23375667216025856,-0.5965935850265526
3,-0.5154743364662316,0.23530868643490097,0.6780041788670059
4,0.04322679861879913,0.23603528084430822,-0.36761646176974005
5,-0.2728383844529153,0.23674056247915323,0.057839558419411276
6,-0.0754060456104381,0.23730385477147206,-0.44114357825846345
7,-0.26503318705028933,0.23779970525953137,-0.274128961524011
8,-0.21274237123456952,0.2382101208404242,-0.8475235345163612
9,-0.5256088482501625,0.23853547045632834,0.4346460875273438
10,0.004387020161071495,0.23878761189961467,-0.1017119553120042
11,-0.15972127442058182,0.23898029604509058,-0.11907142201976831
12,-0.1488482724799341,0.23912891577580822,-0.08810843126094406
13,-0.12749373827102262,0.23924398887427573,-0.7360240014573102
14,-0.3965217574603185,0.23933334857392902,-0.3255969079678742
15,-0.30583878739359033,0.23940294287957317,-0.8376602609376546
16,-0.552473184663578,0.2394573181159979,-0.12205406528213264
17,-0.28626799497346145,0.23949995622645823,-0.39269140829897436
18,-0.38234408808687637,0.2395335428201997,-0.16644407103204698
19,-0.2627072787968595,0.23956017492415135,0.08771130773094882
20,-0.12263070292382929,0.23958140018426988,0.315131897752361
21,0.050744709542132865,0.23959840386906148,0.06817629391154677
22,-0.012577993104242888,0.23961217877232296,0.6645426387170851
23,0.28919538762306285,0.23962295166141734,0.5589473051219944
24,0.32322540560630886,0.23963176178645507,-0.4244162571148938
25,-0.09278242402260443,0.23963897960242597,-0.2148474716437183
26,-0.08494855790627318,0.23964490706212288,-0.11676189282523279
27,-0.07060652041640239,0.239649789940797,-0.7643600730423875
28,-0.4098519148395888,0.23965382635669846,-0.5824079772121543
29,-0.42873399672231893,0.23965717817580756,-0.7785180363043499
30,-0.5421336565467095,0.2396599733488103,0.33021565281294374
31,-0.07467043750022856,0.23966231413326733,0.01706157109052817
32,-0.13466176318670348,0.23966428264730738,-0.4447586182310807
33,-0.2990908674517905,0.23966594507621428,-1.0252452537977779
34,-0.5921087929349536,0.23966735493573563,-0.07653500162385106
35,-0.22435742037244374,0.23966855561858375,-0.498731029134018
36,-0.40927961924729883,0.2396695824219645,-0.754961298921976
37,-0.560908942791635,0.23967046415153542,0.03800078761584728
38,-0.2280104009234659,0.23967122439254562,-0.6383810850328684
39,-0.45634030563705796,0.2396718825196781,-0.17516474358636658
40,-0.29136132843565177,0.2396724545014492,-0.3759588868606266
41,-0.3529132135922001,0.23967295354267512,-0.85949769060797
42,-0.5680400422642724,0.23967339059909937,-0.30330807567793117
43,-0.3878400391532854,0.23967377479084406,-0.8598021576044264
44,-0.6164883046174383,0.23967411373529332,-0.6375078474947341
45,-0.5745419650866663,0.239674413815626,-0.9072412249578947
46,-0.7149286294461521,0.23967468039968298,-0.7765728404692261
47,-0.6795063944469845,0.2396749180145141,-0.6254892816191215
48,-0.6361073290153467,0.23967513049097403,-1.3775618725257588
49,-0.9709303445377233,0.2396753210813538,-0.5182021838106455
50,-0.656046751085494,0.23967549255560056,-0.5590353036990019
51,-0.6292105215868584,0.23967564728029198,-0.7640709979807796
52,-0.7018834502886446,0.23967578728364372,-1.4442297920535658
53,-1.0336969072917506,0.2396759143092078,0.1386940959082705
54,-0.3551507459633049,0.23967602986034153,-0.09718293451525012
55,-0.3562360480373497,0.23967613523713785,0.7202215311446
56,0.08128816545696912,0.2396762315671795,0.6379695054083576
57,0.19269477883978925,0.23967631983122306,0.25537747358860186
58,0.14971844757873082,0.23967640088470737,0.43355523820380876
59,0.23632189878488882,0.2396764754758146,0.1720276104617492
60,0.15273964240039314,0.2396765442606775,-0.22329633298473484
61,-0.06154253708571267,0.23967660781621822,0.08664246344939691
62,0.01882372726740905,0.23967666665101584,-0.4703424258308178
63,-0.2383554868134854,0.23967672121452932,0.4763629154299782
64,0.13216448683401105,0.23967677190494535,0.38265530049423635
65,0.15527866679486146,0.23967681907587246,-0.7020222416628924
66,-0.29814102585163366,0.23967686304206579,-0.6191339094616555
67,-0.35937986612697814,0.23967690408433442,-0.07353138210602418
68,-0.14731439362422022,0.23967694245375892,-0.689105284040175
69,-0.44107463160580423,0.239676978375324,-0.326351382882156
70,-0.3494421295605771,0.23967701205105563,0.9890905151217778
71,0.29047018817878734,0.2396770436627348,-0.08005248813803172
72,-0.037659021627374195,0.23967707337425287,0.29985561182760556
73,0.12194810593272298,0.23967710133365835,-0.05515675954604215
74,0.015234821256652875,0.23967712767494018,0.3671130081078947
75,0.20524182938321134,0.23967715251958524,-0.3726636185790363
76,-0.14547772406350754,0.23967717597794033,-0.4310973978443494
77,-0.22312797164151082,0.2396771981504072,-0.5038644623021553
78,-0.31679942616018414,0.23967721912849194,-0.5410468183409058
79,-0.3760466987131798,0.23967723899572912,-0.5274888998857838
80,-0.42535734659813706,0.23967725782849686,0.8196662668953167
81,0.1894984547944712,0.239677275696737,-0.4928689901178123
82,-0.2744416740641503,0.2396772926645931,-0.7283068302056455
83,-0.4253452070647794,0.23967730879097596,-0.5819448740376199
84,-0.41218557720219123,0.2396773241300668,-0.12903515245031108
85,-0.22434061647242612,0.2396773387317648,1.096356503296329
86,0.3303351215692023,0.23967735264208603,-0.02422321137636113
