iteration,b0,b1,b2,b3,q,r,h,loglik,predicted,var,actual
0,-0.004035128449425572,0.9579145225060748,-0.012188040095570278,0.05245781025024522,0.09479575251504266,0.18116765478262778,0.1578621634352184,-9748.633113093534,-4.018792076866834,0.053365026167381376,-3.8551425372029224
1,-0.06790976882714422,0.9016170026910939,0.0430574030206175,0.039357415460519164,0.10572761231902317,0.17730769981276312,0.1578621634352184,-9747.982585492653,-3.9603890874150354,0.054671089361711556,-4.120632152620318
2,0.002261468725088425,1.0202228805062696,-0.06867531322907322,0.048195854203489,0.08336937074005271,-0.18427638854479983,0.1578621634352184,-9748.050528587833,-4.004629208624986,0.05208217274915013,-3.897493842832706
3,0.0010665543771672683,0.9890295610695213,-0.03985464632748731,0.05022710644501247,0.08891521264355828,-0.18266148143633465,0.1578621634352184,-9748.004809310263,-3.9493072530221376,0.05266378970110754,-3.8955475006039455
4,0.0007947945738263544,1.056596056841788,-0.10497149104193484,0.04780836302375363,0.07550875777645183,0.18664023623671291,0.1578621634352184,-9747.91826324105,-3.9217093069931357,0.05103769114031134,-3.72244202707646
5,-0.04231676208755637,1.0777671139988327,-0.12622571878223315,0.038382473250638566,0.07195701046356154,0.18759647198986895,0.1578621634352184,-9747.200556027941,-3.8621884484342437,0.0505247761434802,-3.594577448471106
6,0.010320334039923228,1.1238408403972913,-0.17570564240852637,0.0534454460576885,0.06421259086009581,0.18914413611585468,0.1578621634352184,-9747.760334593031,-3.7373566601507653,0.04999071367630201,-3.812643372869577
7,-0.04531626314666842,1.039522697464459,-0.09671463188517906,0.04630550293131831,0.08039168627523971,0.18386820540694315,0.1578621634352184,-9745.701963665757,-3.8012253835694754,0.05141759029709308,-3.921370935408492
8,-0.004699786125807255,0.9859186994219572,-0.05148694264640008,0.06353241559798146,0.08997667355772343,0.18080891386210302,0.1578621634352184,-9746.197307128945,-3.8460538106449835,0.052525485915286496,-3.907823712286206
9,0.0036370169359317547,0.9964950970450889,-0.060445474262001864,0.06382706998492044,-0.08854099271571622,0.18111254588429426,0.1578621634352184,-9746.094718626277,-3.8683756896329666,0.052468078599140155,-3.764687961588491
10,-0.0581307085205765,0.940819758167781,-0.006110558397630585,0.051389187749805165,0.09996207479379073,0.17719248991108533,0.1578621634352184,-9745.360327574801,-3.846655715769062,0.05381204197523343,-3.818172512443897
11,0.0015674087243489117,0.9293524334842508,0.003075297262822193,0.06688227800654342,0.1016727660334646,0.1766961248292555,0.1578621634352184,-9746.006496242388,-3.8247709127293117,0.05415849094910596,-3.966358507613185
12,0.0025427418677509885,0.9603999522166684,-0.024622221065979957,0.06385228169700083,0.09591710352768645,0.1788433659461247,0.1578621634352184,-9746.057173143103,-3.883941649698695,0.05346684924953986,-3.8739644224614294
13,-0.022208963448682686,1.0332453386729705,-0.08783726706608408,0.048883076046735245,0.08154751722856815,0.18326667111524175,0.1578621634352184,-9745.356083363145,-3.886406268313161,0.05163994862550825,-3.9914516045959534
14,-0.006808809945403785,1.006688403686197,-0.06660433843759608,0.05757278910993993,0.08715691201425357,0.18151510644781982,0.1578621634352184,-9745.719362046177,-3.922919588333089,0.05237537880250645,-3.804394032616197
15,0.001461761470270963,0.9493537357377086,-0.018762587471142428,0.06874453096087399,0.09864951662025762,0.17750486104916363,0.1578621634352184,-9745.789106317688,-3.8634706997502875,0.05381211707171348,-3.817884156520246
16,0.0020618950560866147,0.4323999219743765,0.4312132316859584,0.13493338532813237,0.22887700865738847,-0.0060142498605077355,0.1578621634352184,-9746.585217360227,-3.8507206765768003,0.08538673222832516,-4.009202331665164
17,0.0020703262309417995,0.43613999030424566,0.42674606296157913,0.1357139842548557,0.2291268653281054,0.006571815061268634,0.1578621634352184,-9746.898279733583,-3.923320371012946,0.08549341790331697,-4.051621428114625
18,0.0007291436922925996,0.8139975981415073,0.11108129843010497,0.07392203054864549,0.12506013399996393,0.16583300567471387,0.1578621634352184,-9745.562056851513,-3.9611739220081623,0.0576492825634226,-3.8786278689971625
19,0.0006470014812352328,0.7937027823729896,0.14277869330884935,0.06262412370142428,0.12969004286314023,0.1628771210856598,0.1578621634352184,-9744.303690816396,-3.911178004973118,0.05854797220016408,-3.7832892940571994
20,0.001980066719280645,0.8558359459046008,0.08608758932034105,0.05755792160918066,0.11738904307719306,0.16887964785893844,0.1578621634352184,-9744.546826145568,-3.8526709574544653,0.05659220034034172,-3.961590224712464
21,0.0011211866297437096,0.8701531903266547,0.0756760311549351,0.053521276084875634,0.11452456228547803,0.1703702857590651,0.1578621634352184,-9744.69209084695,-3.901326245923656,0.056206764409068126,-4.099520863325476
