iteration,b0,b1,b2,b3,q,r,h,loglik,predicted,var,actual
0,-0.3206013818320991,0.42449474636728696,0.39507174808564494,0.10790421443017358,-2.223968062600072,-104.00515809607026,0.0006434587616944503,-9803.545843149404,-4.109465250625312,0.10817912333132584,-3.8250809499762037
1,0.053748324598468844,0.7091325739714593,0.21238580381954397,0.08918915242501413,-3.4880014960947774,-3.3406910713892923,-1.6862137364513559,-9803.553312657365,-3.944042719659009,0.07440812473774697,-3.925591712105537
2,0.09563439269200363,-0.11769297463745443,1.0648998515558514,0.07199862617496444,-7.6167792639627665,-2.6970676733634162,0.24314634409892188,-9806.244549258503,-3.9508166494449766,0.04195166674020033,-3.7625601126814834
3,0.288342410457715,-0.865630306872667,-0.29219194573206536,2.217035071152532,-22.37551895630384,-2.706454876059183,0.24837719211009862,-9808.373705577258,-3.8661416059994846,0.0424906120385536,-4.044733751179376
4,0.15841154307638877,0.2710169219230897,0.3704432799567785,0.3907007185373781,-2.5945337450519705,-10.588608059107397,-0.9500289607493708,-9804.819045242919,-3.947021117862177,0.10730127776490396,-4.005691473634595
5,5.319590346037376,-0.7469455411898003,-1.3288810705792402,4.214152985299306,-485.6205217171655,-2.659641826969743,0.24411009456131372,-9820.93619217216,-3.947183610378006,0.04798531355373535,-3.7682977837924527
6,0.04696998008936522,0.817983478869104,0.027591069986648696,0.16358642588193684,-4.3720602857912905,-2.9648851660063107,-0.9705159898021444,-9801.908488323712,-3.8781803353983464,0.05637547894190039,-4.069019773321182
7,0.17393566758575985,-0.18822212180477904,-0.3090291676974383,1.5336994075546144,-28.275562761921233,-2.69751457065513,0.24648154750371362,-9806.834648629414,-3.961353455520623,0.041958807316654426,-3.9596748157223454
8,0.06371850519001299,0.8169645892678297,0.08716915027646524,0.10855727327720338,-3.475383264530109,-3.0781319686813973,-3.4361200475959652,-9802.703484763375,-3.949633715529668,0.06463252739412911,-4.020522947519101
9,0.08418068181201438,0.0860001576729762,0.8343212609319091,0.09646405000630148,-11.763804023523342,-2.6810659818412894,0.24116152711637728,-9804.642066333574,-3.964027251741673,0.040870447615242174,-3.962495179864464
10,0.052152615364828014,0.540572428302136,-0.4557345835464095,0.9261665772133862,-5.540678516022236,-2.781537572920641,0.23858637521626402,-9804.451644061515,-3.968186265828299,0.0452614408409281,-3.8591637327136166
11,0.061938838640144774,0.8089629604717614,0.05649757070504879,0.14698953090347333,-3.749523391525252,-2.847207517851974,0.1556383289866897,-9802.04909279546,-3.9175386625499033,0.049990286076086625,-3.913836809574758
12,0.05328719511706588,0.8031754638465034,0.05836606178508466,0.148978021003552,-3.778627147681351,-2.8459508608583652,0.15932605767113267,-9801.543452175723,-3.916573949914079,0.04948419290261327,-3.7973248946677027
13,0.056410474375482134,0.8081292768445039,0.08987165861216989,0.11363150134018296,-3.4939830560516185,-2.8835766714388242,0.10739760295726897,-9801.506082653112,-3.8677940319918096,0.05231909273980964,-3.8961809105908722
14,0.08762047766817316,0.48526042591185514,0.2499406710464542,0.28256260412301915,-3.5437728781447007,-3.242043724804759,-0.9159239164032223,-9800.360757895392,-3.881293800033582,0.06717103156915719,-3.7069250033957366
15,0.21301980733076975,-0.21693717070259189,-0.24977439389434364,1.5112777843310456,-24.00509173075711,-2.701357413409669,0.24510366831809835,-9804.870535625414,-3.8179725182033324,0.04150467484036294,-3.898937739599139
16,0.29614556799630043,-0.8517755060900316,-0.42447769086866044,2.3377606288182875,-30.881105925785377,-2.7098523521550333,0.24519022038636265,-9804.983204178621,-3.85866652708133,0.0414227532586499,-4.159857197513233
17,0.05470956619259826,0.7666712532654869,-0.03001145612608791,0.2740938213217613,-4.093358012159058,-2.8314412080589566,0.2212824734971457,-9801.203686726307,-3.9822370426282934,0.05423903421671971,-4.065435427559273
18,0.061873014830679904,0.7928043144319732,0.10016756509291216,0.11960174074432964,-4.548069238546772,-2.9472699577677695,-0.9955003609278381,-9799.587541789098,-3.9785620050570665,0.0541840350709229,-3.9490596960777644
19,0.03794061647545155,0.7482097430721035,0.14284316657727725,0.11617810331844636,-3.3969490614483497,-2.9419925078797977,0.11648422188142948,-9799.336399405587,-3.95677251277872,0.05386681424994491,-4.18805377626974
20,0.04346013016700165,0.6071493428486332,-0.06921926721548882,0.46932080727152203,-4.432037654890996,-2.975925372875354,-0.8651725413880933,-9797.45076264063,-4.023446044598033,0.052440389582155474,-4.010323933786691
21,0.11023844982255608,0.15128568283608929,0.14608107063550185,0.7248682799032352,-12.565672426474512,-2.787169123475545,-0.8691686232608735,-9798.680567930667,-4.006860010325642,0.040132955998986475,-4.068274521254817
22,0.05342668508419801,0.6508039793829948,-0.003909533551863714,0.3637952902041103,-4.316651110410199,-2.971488997830639,-0.8133603637377178,-9797.344824660086,-4.014078155797766,0.053209118449543166,-4.264823756766968
23,0.14127602252731702,0.183638202546143,0.20165865001884192,0.6446301144193223,-2.5535427910835047,-9.618619267493374,0.22363096465906188,-9799.309850622445,-4.1219693074256405,0.1070111112493551,-4.447534232006792
24,0.3820768592739882,-0.35339915060577654,1.1149326577958576,0.32007192104890275,-39.190587032807244,-2.7242631131995005,-1.187382699944573,-9806.791211275528,-4.130131595164942,0.04528932717826454,-4.021430579323317
25,0.08688186781972555,0.829513292956098,0.012336473907919886,0.17657370834675956,-4.218738219878846,-2.9447621771477452,-0.6650802398210447,-9799.610199794577,-4.102261155239011,0.05401853423772524,-4.133695020003577
26,0.09693133447351898,0.3508272414923967,0.28587122508046436,0.383193951846047,-3.2719506678806196,-3.4673747481056942,-0.8414163938429031,-9798.55643885818,-4.104651584653447,0.07364576258876522,-3.9525826239932482
27,0.07688506478263488,0.5573514250467251,0.14840257474747887,0.31034519229741653,-3.626078863551683,-2.980212336283027,0.20342272446466425,-9799.98837195015,-4.048150210261137,0.056427266297076034,-4.0070930648521434
28,0.07100528179997109,0.7290902913566975,0.12231642444180393,0.16306079717782043,-3.6716871985671333,-2.9083720175860517,0.1734230966902694,-9799.39550577905,-4.022470149785017,0.05225514345504864,-3.698189486535749
29,0.1375172243284123,-0.3590306105546105,0.06405571087545472,1.323688186244632,-25.523518939869827,-2.71846301933558,0.24594428449979674,-9802.030891930597,-3.9166676005873184,0.041487515209946535,-3.9491798814279098
30,0.07060325886546706,0.12681420532509324,0.8364600449093338,0.0511188531814337,-7.3801977405965555,-2.721841919987935,0.24243835923706047,-9800.445718058567,-3.9211477824285934,0.04134634245060738,-4.214906205560919
31,0.06922912683372637,0.786222578190059,0.10869556088422355,0.1192545428829112,-3.560490129291691,-2.898629434339359,0.13604713997596185,-9799.887833806117,-4.039895180573004,0.05198941647833604,-4.028756385921143
32,0.13210613086621364,-0.2388823367275458,-0.6666424587024309,1.9286011178375566,-13.017414382508122,-2.7943446895242685,-0.8849811826924802,-9801.447209042892,-4.021626846518629,0.040191926021519365,-4.72009027546291
33,0.21724430402047787,-0.7998072409968295,-1.3126286624695922,3.160385788173528,-15.233230212915743,-2.7326525386224194,0.2499442877375626,-9805.060071740008,-4.2901260730076825,0.042482892861420596,-4.431030712371559
34,0.09107937994150017,0.7193942889306726,0.10640487975322212,0.19325375552289822,-4.0982248359796,-3.013499976838311,-0.876652310015491,-9801.585427009612,-4.296193801317348,0.058006098730951486,-4.083255501027068
35,0.11797663908943498,-0.13913386288778604,1.009770886556165,0.15323472463217722,-7.03579372858459,-2.7875459897556976,-0.87111338234706,-9803.895480088811,-4.172890552969578,0.041869456266533725,-4.1647821351430405
36,0.1978072888350652,-0.8125097949934592,-1.0419136848823884,2.89880977987722,-15.130956710333567,-2.7322405789551265,0.2509715212967515,-9805.612468237965,-4.218353814750237,0.042783199801443135,-4.276420604804114
37,0.21249454793339395,-0.8569304582150787,-0.3789583945161608,2.282311769227575,-15.645518683333783,-2.7362304022571546,0.25255889270082105,-9804.995478726121,-4.2248864931632735,0.04322546601650543,-4.144428510354408
38,0.16924232085460789,0.5114636900140468,-1.0175429721105795,1.539286748995507,-9.76291450706254,-2.8106812500470886,-0.8807262699863507,-9804.85367931426,-4.164542033075966,0.04137066346871586,-3.7247378763597863
39,0.1207002990137741,-0.2868778674032276,-0.5783463535610739,1.892797242293606,-9.837442144769943,-2.7187674294463537,0.2498266384476604,-9806.324985054624,-4.021213533709677,0.04271269763727597,-3.9375150632912232
40,0.12040800442474772,-0.28177464072648073,-0.5296554202919761,1.838573485810421,-11.420959125037637,-2.7149918916854126,0.248300916555571,-9805.571953594204,-3.9937012894466,0.04224781065956266,-3.7160935019571606
41,0.13604610822382124,0.8294986848526182,0.07943762989532066,0.12027770886062428,-3.4812800917762523,-2.9226793146015506,-4.326192000503243,-9803.567793069658,-3.8692029626273343,0.058198292458306294,-4.1354470358770765
42,-0.19547658485162284,0.8657134711592271,-0.002381466209407791,0.09055666279909325,-4.16799486509214,-2.802610254388153,0.1887943500651546,-9799.082773219405,-4.0049323762067015,0.04739980525444945,-4.019115530882361
43,0.10481770430535026,0.0449237358081431,-0.29708961814082835,1.2747901572330878,-9.874398361436558,-2.725811396212576,0.24777221126054413,-9801.88041714923,-3.9996455312677686,0.041981653710428155,-3.7737934943580984
44,-0.007996377174888677,0.9832816785572496,0.027130486426790848,-0.012714413536767121,-27.464189333140588,-2.823073026915028,-0.9704552178979172,-9796.72064079338,-3.93200974451547,0.040911782284326036,-4.496601972484595
45,0.08983428197596482,-0.24303734245828085,-0.3072670707778619,1.5708615022720234,-13.929258611218177,-2.7152352547933107,0.24743246164822577,-9803.672990493431,-4.138829328921548,0.041970682940605575,-3.9721871555550607
46,0.10269827170294238,0.08603022785180225,0.7870713045370956,0.1484982393525469,-11.221732025912097,-2.7063122414510774,0.24354877657612245,-9802.597227966993,-4.062973251471599,0.041326658569937794,-3.9082478482012233
47,0.003916578441852711,0.02132757532032946,1.1151556217616667,-0.1371149365951992,-10.182853748010398,-2.734622231089177,0.24902411655141082,-9802.203118402818,-3.996766036863762,0.04219618226818615,-4.29628881324614
48,0.08233597643218021,-0.13055617535838362,1.1237104957626012,0.02364852051419194,-15.20790773642061,-2.69756808113568,0.2416269378141785,-9803.608469446064,-4.107183625712302,0.040837670303045887,-4.0943904722501
49,-9.245758562079715,-0.9688811040944891,-0.29419291980937223,0.4461588443254333,-2066.6855340939155,-2.7088122364367466,0.24036647952308776,-9801.951560097781,-4.1021740179005795,0.04003468603889872,-4.080088368063553
50,0.08631265731903454,0.12232753314144468,0.8095992353862496,0.08605749331057588,-14.972617315348785,-2.703315990529539,0.24268811134240753,-9802.682770991445,-4.088080512794016,0.04110611302277896,-3.9858425796574166
51,0.08141734561468632,-0.027821416159145768,-0.45660843714096266,1.5032951038780507,-15.077378632969719,-2.716208963610658,0.24721057787877587,-9803.624759395821,-4.057813468984378,0.041889707487774624,-4.131838744165488
52,0.08223355041683982,-0.16910972349871461,-0.5190529486669682,1.7077086301981836,-13.331382424404168,-2.716826002087916,0.2475412246384906,-9803.80042090642,-4.087696494307745,0.041979898019003106,-4.0824726668985445
53,0.09011483589459288,-0.9268177512101156,2.097589097822185,-0.1528383807352487,-16.657152982117204,-2.721587717105405,0.24321010108780178,-9804.602823318102,-4.08938055973872,0.04111473999092749,-3.9785873992966314
54,0.09259465163887243,-0.8246469426009517,-0.8012842477581774,2.6473249985009617,-12.294684458796011,-2.724975727268962,0.2494726769375603,-9804.97676491449,-4.049989688857748,0.042489710752632304,-4.650997157765422
55,0.03472689512061223,-0.8585825200996267,-0.3777858421358499,2.2377443917658333,-73.72997314896041,-2.778526150908759,-0.896910281903583,-9806.115467610023,-4.214875007460615,0.040490867464152244,-3.926710056817801
56,0.07448497651119004,1.3790873464705493,-0.42638380385646535,0.0624857909863516,-32.628078208289594,-2.6275471912942763,0.22288823099137267,-9811.02150157238,-4.148978924151955,0.04130666752069751,-4.160230053958364
57,-0.05961131483905792,1.0331423509292554,-0.08378121939677181,0.03651150223026346,-5.032148993213429,-2.9957755700559736,-1.4822819473594473,-9798.05696966128,-4.143661048065051,0.054826787274974316,-4.221671925729136
