iteration,b0,b1,b2,b3,q,r,h,loglik,predicted,var,actual
0,0.07138212273709013,0.47682125813426446,0.048752958128341545,0.48718391833872843,-3.2418198999832333,-3.8188533354737473,0.21984067601654422,-9751.845739273698,-3.8518145640801675,0.06654516766153541,-3.648061193806448
1,0.70723816214174,-0.7978489939899287,-0.3169280713457252,2.259574156022878,-92.60754713126073,-3.0791604995542086,0.27016598200900016,-9760.127144512182,-3.737558214140372,0.04396078032668126,-3.743343636229674
2,-0.04867360444310176,0.6536752201394813,0.27252119097633665,0.06152548497745175,-3.46679621378341,-3.9015261072714846,-1.1366428472851666,-9750.581723708034,-3.758069186236802,0.06820612098594518,-3.707729093318405
3,0.13339468174125474,0.32029848403496225,0.04733510815115171,0.6577265550055653,-2.8475822877349715,-5.766097070769977,0.2280466752885795,-9752.445927985851,-3.7246063839299657,0.0851367665398639,-3.749222655561136
4,0.007064029347657361,0.7402108327033559,0.16186130694997974,0.09780064598639543,-3.1722329580936632,-3.5137231383799534,0.13163621087434663,-9751.983259850764,-3.743950955331328,0.058249425292274885,-3.521567124967769
5,0.06894951411730686,0.5798669156124223,0.04179605596693578,0.39068348878511716,-3.399349828459628,-3.604486787405797,0.2160962976139419,-9752.796896687523,-3.629182741583368,0.06103869060413121,-3.741325061858937
6,0.08693506891935315,0.7438611268469182,0.18091727197205704,0.09169315677130546,-3.4150362864277355,-4.077362964128053,-1.4611268489263738,-9753.378761257201,-3.678087801969043,0.07260910697206015,-3.6513738390238544
7,0.07363227879915496,0.5748545564667165,0.21063608787355803,0.22782331775817544,-3.2498896086808777,-4.000450947763856,-0.7648973565135662,-9752.262926062454,-3.6694827370987833,0.0695742994266396,-3.8031925188710383
8,0.26842420113191423,-0.32186384932591466,-0.3254674614023849,1.7004289820813123,-1984.474899695028,-3.0913034407223225,0.2725247336945732,-9757.413000361305,-3.730938627627287,0.0440990863648895,-3.6069448545980354
9,0.06583552185366634,0.3687291080282281,0.04628024035811047,0.5962469231712071,-2.9935195169979547,-4.546493343331601,0.22740634033689494,-9752.488965009221,-3.666235390435857,0.07769438986705808,-3.5316494527685274
10,0.117897838507384,0.683886136501954,0.10891491247984786,0.23100115068709914,-7.076587342981782,-3.078570048722124,0.268140184125206,-9757.224287630763,-3.5908946806272044,0.04456438414135737,-3.7367039010087204
11,0.2917029300010653,-0.18577351667102304,-0.5834568850901762,1.8274569694978022,-27.494542491460564,-3.0919432521203056,0.27353634914198544,-9758.806086246525,-3.667015833100586,0.044403687801448787,-3.600874106184085
12,0.12377865854657435,0.6823258121245868,0.15896116721187353,0.18104710424393816,-3.4978838498528035,-3.5917181966452985,-0.6329613944812295,-9753.840382479088,-3.6061634430390277,0.06124864659041643,-3.8042778928156906
13,0.10216387119224911,0.8931131540972136,-0.260866239247285,0.3882382628080191,-5.0651273672919395,-3.1002350857925602,0.23288835203311864,-9754.173784215853,-3.7010140991226272,0.04382507950314766,-4.04534288470452
