iteration,b0,b1,b2,b3,q,h,loglik,predicted,var,actual
0,-0.12458339746417423,0.3493419746428587,0.1772918967769282,-0.02555178940305378,0.494392220622187,0.478928910287302,-32564.313920552122,-0.12686330781883096,0.2903452992215754,-0.15909956806534478
1,-0.08168051349717417,0.35863775711811097,0.21110606905523954,0.04129994898941235,0.49654325150670436,0.478928910287302,-32563.427510936188,-0.07297565048499988,0.2902541376105875,-0.11828850313354713
2,-0.0641970955255986,0.36092472063227987,0.2214241025288789,0.06123096541540153,0.4971575004023335,0.478928910287302,-32563.23169255747,-0.06696765382121725,0.2902087045561961,0.3136777727276629
3,-0.06759294875675517,0.3670196102491905,0.21677378870390526,0.06251181535687203,0.49627777790126826,0.478928910287302,-32562.33714839822,0.10444539929087132,0.2891286681860924,0.40353050062797424
4,-0.07631532887541798,0.3663629331867583,0.21792239899926408,0.04366593817066797,0.49458885949788245,0.478928910287302,-32560.958202739163,0.1711408090844801,0.28762574756214027,0.6625298054127523
5,-0.0801768126723956,0.3684849517046057,0.21523898699321548,0.03992139589177267,0.4948213337331557,0.478928910287302,-32561.1994714485,0.3424831773079027,0.2878837304209396,1.081406896474945
6,-0.07771067099570222,0.3735282345833225,0.21781519108457556,0.03892501693594497,0.49605786541883634,0.478928910287302,-32562.000031565796,0.5998988907436344,0.2888208641687684,0.885151761856846
7,-0.07204988988582824,0.3766818476646078,0.22260518998337175,0.0430658934505985,0.49652724961071637,0.478928910287302,-32562.0190281193,0.6061403669136031,0.2889415410349498,0.14898347220294395
8,-0.06457698548652285,0.37611806138504794,0.2176690395975058,0.04849792181626465,0.49668327830558234,0.478928910287302,-32562.34320589072,0.30896658154735746,0.28921610717299057,-0.25333290603719244
9,-0.07013997269569834,0.37890096257655054,0.19966010792466413,0.038932813681151396,0.4948278567784154,0.478928910287302,-32561.266650522688,0.08374008967318715,0.28786032520670557,0.1645158400440832
10,-0.08130082771448931,0.37611855553814766,0.2000194214565279,0.028710324360352583,0.49393851916528003,0.478928910287302,-32560.700970935337,0.2045400961873977,0.2872052690106147,-0.36052287774936637
11,-0.08863230478093831,0.3747116281635354,0.1937971410851952,0.021222615915698313,0.4940774250731492,0.478928910287302,-32561.252986744807,-0.08130647751269332,0.28769948290942265,0.0928656762567841
12,-0.09701589113874985,0.37256876743156,0.19072491513647616,0.013983849104725589,0.4937521669189186,0.478928910287302,-32561.30289618048,0.05164111762429946,0.28765758598847585,0.033049313023464276
13,-0.08849927704178129,0.3763649421695803,0.19611207097467082,0.025363745850233523,0.49409562359751996,0.478928910287302,-32561.147046182225,0.028814808204886022,0.28751470042832084,0.02470707590041144
14,-0.08065873602141774,0.37656360947850454,0.1966115968094692,0.03160459407983356,0.4938638597251913,0.478928910287302,-32560.725561157196,0.04033023662508617,0.28717780283474753,0.716985107034563
15,-0.06409518734748113,0.3799938796424437,0.19949835020725465,0.05059748311262581,0.49521921910761685,0.478928910287302,-32561.510051441634,0.356366035354021,0.28807098050003704,0.030992462409025125
16,-0.060279858998843576,0.37787650454413596,0.20461131504078736,0.04640723349446886,0.4945026203713875,0.478928910287302,-32560.688928125463,0.11584919756176051,0.2873401069168322,-0.08625084299621098
17,-0.05774836808735029,0.3786846430205295,0.20439240873215897,0.04811230383098889,0.4946356949759477,0.478928910287302,-32560.75506233276,0.04869220347161854,0.2874176470836334,0.3070908722080746
18,-0.05386119351181884,0.37856194527140297,0.21054588738275556,0.05014355234932938,0.4948202347492501,0.478928910287302,-32560.650173036127,0.21415541271772912,0.2873956483487329,0.5529588228576922
19,-0.05430048615113945,0.3800954123290951,0.21536493153062725,0.0519703542881397,0.49518940803298084,0.478928910287302,-32560.72279290245,0.34955832077485105,0.2875216106209744,0.17056505077134332
20,-0.06374736550295629,0.37747298812317215,0.20953476160234186,0.03971427192775453,0.49461630901121334,0.478928910287302,-32560.7638595609,0.17918703069549902,0.2874002774970677,0.10192381325542134
21,-0.07186496218301563,0.3760278971415528,0.20546695007240084,0.0355962897463263,0.49419395344092265,0.478928910287302,-32560.61773992023,0.14975694492547062,0.28721880107464826,0.12532465491024777
22,-0.09629248713465859,0.3726652586986098,0.1914016516433496,0.006990718652773673,0.4926158853389916,0.478928910287302,-32560.469398708727,0.1609192665427494,0.2865581148946111,2.031845837377852
23,-0.09681455347019371,0.37423464959852293,0.21110540677559447,0.039997588657197145,0.5000826863522219,0.478928910287302,-32565.87665220362,1.0242916383393474,0.29312351158025,-0.1543020104438252
24,-0.14007916608243193,0.34982366345854166,0.20114602952067628,0.0009805924056151244,0.49899676674887306,0.478928910287302,-32566.95692512556,0.18259516761646952,0.29401460033519156,0.32545104074671255
25,-0.14870653013405377,0.3468751697605107,0.19487044226068678,-0.011717231081338174,0.498326299601311,0.478928910287302,-32566.945646316024,0.33771796592132614,0.2938175085502575,-0.28933853295861683
26,-0.20847038761822384,0.33529671699523134,0.16206701622841002,-0.08181052209683562,0.4959685547159264,0.478928910287302,-32567.57575043227,0.06579325900187039,0.29378505719479353,0.7051289323233431
27,-0.19317227457774214,0.33820333666663255,0.1784275640459243,-0.049278944830881743,0.4979278541181271,0.478928910287302,-32568.21615869021,0.45295867692799807,0.29479572363237033,-0.20670699095844997
28,-0.20333718601415696,0.3298067733734499,0.16889025828206328,-0.08266285953199944,0.4970560614975302,0.478928910287302,-32568.60008551149,0.024343828874881845,0.29498724606436494,-0.5321046652253781
29,-0.15426800142954722,0.3416276911180903,0.19649987713885997,-0.032933050828963105,0.5001585388362377,0.478928910287302,-32569.082459156092,-0.14515304771747276,0.29618820199985696,-0.1681627470932147
30,-0.20069649696083172,0.33209494050276017,0.15916777733799675,-0.12278201976909248,0.4953792828468146,0.478928910287302,-32567.871339059726,-0.051209367710595366,0.293906149527073,0.2028925628311736
31,-0.27140604268844204,0.31920597893074887,0.13320939907794943,-0.177782306777803,0.4924336312431745,0.478928910287302,-32567.545297981585,0.11036122985241065,0.29286591526152567,0.5790840982894949
32,-0.3194489318009652,0.3127157883750614,0.11537193310271182,-0.2131625152198163,0.49109051654878183,0.478928910287302,-32567.746286286994,0.2680674628716353,0.29269168753251174,0.47341970966827907
33,-0.316089638512728,0.3130878565599091,0.11345391663989784,-0.21552686275329452,0.49112117885936457,0.478928910287302,-32567.92392886349,0.2780705975900277,0.292787294033625,0.7492663749872959
34,-0.2942177710772792,0.3142391644745726,0.10373807727105495,-0.24084103621747505,0.48941509899863156,0.478928910287302,-32566.907175326654,0.45375588102749487,0.291528095535706,0.26960134046762074
35,-0.337402508574423,0.3072098012083808,0.08880066764541508,-0.27542049200660534,0.48795759748352807,0.478928910287302,-32566.871829086384,0.2988332546511663,0.2911418455162271,-0.1266230258646871
36,-0.3288164628740925,0.30748811199889414,0.08828698191963785,-0.27280172747457754,0.48842300721498144,0.478928910287302,-32567.237055465088,0.11695971146910095,0.29159786443798996,0.3588047590714447
37,-0.3070545530827904,0.3112569521973497,0.08935158349085792,-0.2672677942043061,0.4880591671741823,0.478928910287302,-32566.592021781704,0.2829159576383301,0.29095836315534546,-0.14892672812069158
38,-0.3691023891639163,0.30181484457682195,0.06689536521412925,-0.3189302851449189,0.4860129632484381,0.478928910287302,-32566.618278313676,0.06140566718196794,0.2904450357817992,-0.5098132530528604
39,-0.3650189885990668,0.3046200045020485,0.06052290248517352,-0.3258293362854888,0.4860957706030829,0.478928910287302,-32566.84928313552,-0.15401917844624602,0.29065882522477815,-0.7720075929201069
40,-0.425609225475744,0.2982682686888868,0.0381731014976852,-0.3841557592872349,0.48466050078972256,0.478928910287302,-32567.41351171293,-0.3246004220830551,0.29068220410255646,-0.4648404152058198
41,-0.4556024046845498,0.2935059356068792,0.02537844661101718,-0.4174486224405789,0.4835210686516313,0.478928910287302,-32567.5210100346,-0.24187073442198206,0.29039737956942535,-0.7581210647209126
42,-0.4062304738468546,0.3030349370434111,0.03934540033806522,-0.37661712049182783,0.48497821126302054,0.478928910287302,-32567.5136922943,-0.41458867343559913,0.290697067384829,-0.0985233579365345
43,-0.4677135900777893,0.29048386153059536,0.0077661283656209525,-0.45027302431818306,0.4823892859041771,0.478928910287302,-32567.694293032615,-0.16884677170003068,0.29015856346274477,0.33098758049774857
44,-0.4285679229520887,0.29502263100417625,0.004385744339984267,-0.42801519900695295,0.48333646037567063,0.478928910287302,-32568.006405021308,0.04637095426674248,0.29080865563916525,-0.21986406845143341
45,-0.41135432111467096,0.29476363575047054,0.008714080084051879,-0.4177130185292724,0.4838335932802466,0.478928910287302,-32568.286396819152,-0.09379250422596636,0.29111321653817257,-0.3722340457101902
46,-0.2973699707061484,0.3147008937215291,0.05890417931984317,-0.28014367755337277,0.4885931920563473,0.478928910287302,-32568.25179819474,-0.18481768073109636,0.29235338902593067,-0.6509091855217848
47,-0.2168404148151487,0.33168236551532454,0.09660769124459406,-0.17450292804851036,0.4927429283727459,0.478928910287302,-32568.48696118654,-0.3197691051533892,0.2936314382457872,-0.5532494734881866
48,-0.056040394572843655,0.3765695019402566,0.19739954014547118,0.05315679431295823,0.502620300450451,0.478928910287302,-32568.535150937387,-0.3394481767215948,0.2958803349807931,-1.2481463221255882
49,-0.046118932801772275,0.37393915891734075,0.1861161147007323,0.06534962654389331,0.5020377144845705,0.478928910287302,-32568.166973408202,-0.7097980535132136,0.2956350393276639,-0.6230041310480748
50,-0.03937575841825661,0.37249295105948993,0.18218862147472611,0.06568289917489842,0.5017852450211613,0.478928910287302,-32568.142172398613,-0.5031324942316747,0.2955710393424849,-0.5916796688180364
