iteration,b0,b1,b2,b3,q,r,loglik,predicted,var,actual
0,0.004493729848135862,0.8817264799608455,0.04776300721650234,0.07034076278478521,0.15264806666309352,-0.21573132252519434,-9750.157858482991,-4.02115757924721,0.0406515593306458,-3.8551425372029224
1,0.005536547650056213,0.8486939465051291,0.07855503947853414,0.07271178430285988,0.16105200267058506,-0.21174426365083648,-9750.175351921363,-3.9340367351424153,0.04232003046689622,-4.120632152620318
2,-0.00017771247580791196,0.8831908583197555,0.04782140399174503,0.06790070161190778,0.152623086439454,0.2154387484561479,-9749.257835243861,-4.009561361012635,0.04068350973393247,-3.897493842832706
3,5.605090250630541e-06,0.867269731229437,0.06261633583932097,0.06898943497056845,0.15636072729835668,0.21367002131770013,-9749.20172289859,-3.9505840814508386,0.041362701842659416,-3.8955475006039455
4,0.005032707655919796,0.861466969611226,0.06757926166813036,0.0709176048032372,0.15832683204756295,-0.21265376002837358,-9749.323393162,-3.9214599542081405,0.041814055551285506,-3.72244202707646
5,0.00018782757689518565,0.8835959785913577,0.04523214278686567,0.0700540367357533,0.15241406465302137,0.21555616845126388,-9749.402385166793,-3.836227846057657,0.0406040915331745,-3.594577448471106
6,-0.00014337901723820474,0.9393050849713017,-0.009188892489439476,0.06879708748126664,0.13971164076393078,0.2207639459752049,-9749.33640822482,-3.7382540905641815,0.038432852824321434,-3.812643372869577
7,0.003316523548321902,0.9332352902444346,-0.004832547344842718,0.07116795349858736,0.139662595070966,-0.22007430021176722,-9748.062252448875,-3.77874276176582,0.038073711233821986,-3.921370935408492
8,0.003151125594333696,0.9009606299097175,0.023487565129296253,0.07500256988859713,0.1476698595469746,-0.21642665587919643,-9747.829640565933,-3.8485380046588573,0.039462370372874575,-3.907823712286206
9,0.00037833285001806727,0.9035649579546372,0.021790019278406306,0.07355716839483012,0.14730220609871447,0.2165185014175745,-9747.440528197283,-3.8765423007973556,0.03943952300413543,-3.764687961588491
10,0.0030077724247906884,0.8723561633420074,0.050704870637736627,0.07632878015755248,0.15526913766241268,-0.21274435216777288,-9747.417976068045,-3.8274247512893846,0.040956093492221235,-3.818172512443897
11,-6.148770500121679e-05,0.8552768462967495,0.06780912403001507,0.07562508233607532,0.15961003941217655,0.21066599895264015,-9747.194514284407,-3.8278775058159282,0.04183366095333926,-3.966358507613185
12,0.00011360350168974173,0.8585698200922622,0.06531809049358894,0.07493441985419576,0.15903637941578735,0.21101975350573887,-9747.21846490489,-3.8903369745135694,0.041769276949249354,-3.8739644224614294
13,7.383386209321825e-05,0.871556727429712,0.053820517734743736,0.07349689791802821,0.1561317396548765,0.2123762710303697,-9747.146969112599,-3.8795723363273718,0.04125155919240034,-3.9914516045959534
14,0.00011047873203236504,0.8825888905668836,0.04304388133464338,0.07327190253543689,0.15312113390223037,0.21381796423698662,-9747.212096430188,-3.9242841533613047,0.04063132981129419,-3.804394032616197
15,0.0017103733275953292,0.8741575986086347,0.04954632026374076,0.07546248061304921,0.15509687537104228,-0.21267758816261612,-9747.07277268849,-3.865764144151397,0.04095489891552889,-3.817884156520246
