iteration,b0,b1,b2,b3,q,r,h,loglik,predicted,var,actual
0,-0.9133128055356663,0.816568209668467,0.07438000809195003,-0.06427157016201604,0.10701142809653567,0.22888306755763044,0.4880757836670393,-9755.536183951308,-5.123044740321815,0.03779754604572132,-5.146708594754068
1,-0.003660341261619086,0.8433372528917431,0.06645021048737972,0.08940850778456387,0.1131088403008492,0.22688214055458744,0.4880757836670393,-9758.417223753691,-5.141613494955519,0.03892728517433701,-5.4047670207828595
2,-0.8978813166649966,0.7958918825091335,0.09926201616742675,-0.06553498744634537,0.11036240634217873,0.22779894773921597,0.4880757836670393,-9755.348724762323,-5.2028935000614585,0.03823811622766621,-4.896811937842544
3,-0.0015553349084001032,0.8446112458304057,0.06352313852613142,0.09149337332826243,0.11339520924240504,0.22729200997582688,0.4880757836670393,-9759.430001268227,-5.094996719614515,0.039076083466061506,-5.030646835517767
4,-0.0010050666280326899,0.9341194125336252,-0.014304056239785423,0.07980370225988609,0.09534385337904275,0.23146775281014165,0.4880757836670393,-9757.3713443686,-5.070105093282014,0.0362992506520579,-4.935580922792605
5,0.0018322860351494105,0.9151652618467001,0.002548367893284691,0.08245296634123947,-0.09881304795987193,0.23052861819578374,0.4880757836670393,-9757.564779637682,-5.020489396846658,0.03676011555853525,-5.012999871173289
6,-0.01867248005133966,0.8932456087331746,0.030089150975193615,0.07260950593114715,0.10188735804110229,-0.22969393720761114,0.4880757836670393,-9757.112164989303,-5.020392032813314,0.03703106480459692,-5.119039809749576
7,0.00839931019820635,0.8746763469985859,0.03948333197526008,0.08740714970762405,0.10717296285613542,0.22707325768296072,0.4880757836670393,-9756.492010309536,-5.060363139393824,0.037950946994144724,-5.463223084025033
8,-0.0005488225585380958,0.9014415146359442,0.019828739236197435,0.07852152600920867,0.10270012791422065,0.22904145330753606,0.4880757836670393,-9757.198464856261,-5.20628672239204,0.037428647650328696,-5.282602246504805
9,-0.0005507068176782786,0.9084337710579767,0.014554429745905262,0.07681232353279649,0.10170884410304643,0.22930832688243458,0.4880757836670393,-9757.270324820503,-5.222532664675675,0.03733601270246756,-4.900007633377718
10,8.323471870831505e-05,0.3032632831468493,0.4102793810448512,0.2862331089153466,0.2722110173916883,-0.047844743321028727,0.4880757836670393,-9759.840825104686,-5.074073359504243,0.08806870226624289,-4.735315238658206
