iteration,b0,b1,b2,b3,q,r,loglik,predicted,var,actual
0,0.0034945494949760684,0.7408234671390308,0.18007698374932152,0.07824925067415128,0.22257128834238205,-0.16555614463162194,-9751.723302053875,-3.847291666177193,0.06056761090974723,-3.648061193806448
1,0.0030317370727534583,0.7416807126362694,0.17994805659165025,0.07736020666249158,0.22201121820085135,-0.1662426124574134,-9751.942216223566,-3.729236188834205,0.06040145560095983,-3.743343636229674
2,0.0005197038840922273,0.7418492818220956,0.1798091269190769,0.07678276266962586,0.2217368898282687,0.1664494852273729,-9751.890648668972,-3.7436869193634004,0.060298728272287674,-3.707729093318405
3,0.00034806794973383593,0.744981093927495,0.1767961799626045,0.07666466263860255,0.22142420634413934,0.16677766578126624,-9751.956616660913,-3.7308948139566542,0.060267545145977194,-3.749222655561136
4,8.602402832279227e-05,0.752508185203163,0.16944500487356123,0.0764081180533264,0.21867671979421663,0.16903714434496814,-9751.859634997201,-3.745878309740202,0.05942274099069178,-3.521567124967769
5,0.003848815166215526,0.7570598398448852,0.16491811892582559,0.07711618375863709,0.2173631197906347,-0.17026713289399065,-9752.160626142246,-3.6270193054009217,0.059066525139101926,-3.741325061858937
6,0.003361038804479289,0.7509470750797036,0.17077016078534218,0.07727394406014484,0.21872319514868066,-0.16907117354024623,-9752.063475275037,-3.7067872159845066,0.059405653835068115,-3.6513738390238544
7,0.0030625061750301783,0.7463043212849271,0.1757695539020273,0.07686317108112595,0.22037130342504327,-0.1676925014416054,-9752.016877920383,-3.679757925492575,0.0599076048592532,-3.8031925188710383
8,-0.11707080701382694,0.7367610544201835,0.17883428615977986,0.0575342236016282,0.22117223377528544,-0.16653156576638872,-9750.936324762924,-3.778609898710136,0.059871631687703444,-3.6069448545980354
9,-0.11453934317461323,0.7392064047977496,0.17711118762302164,0.05738792766132422,0.221836791006299,-0.1660293644668713,-9751.065386241598,-3.6949210167899027,0.06019665393701118,-3.5316494527685274
10,-0.10957162875747711,0.7535910153936523,0.16424580649526482,0.05682877359268983,0.2162467861171234,0.17051073396582533,-9750.73540557822,-3.6355610864639374,0.05845042956251125,-3.7367039010087204
11,0.005537198354124834,0.7575240719203247,0.1637700285591851,0.07808195534489658,0.21665055998233634,-0.17028226512162284,-9751.672866982924,-3.6909755084567957,0.058748960781167904,-3.600874106184085
12,0.005805520000139522,0.7521295377876183,0.16937188168622688,0.07791805923083456,0.21845845067324954,-0.1688061113206596,-9751.67065850708,-3.640698607873542,0.05928595976645279,-3.8042778928156906
13,0.004211520295336088,0.7501804125719641,0.17084638786800832,0.07817335422317548,0.2206305980929763,-0.16691555433816652,-9751.626663973619,-3.729445918645256,0.06004327390484954,-4.04534288470452
14,-0.12126652288022007,0.7428408017303976,0.17064529565408854,0.05859406331709739,0.2198355236261288,0.16631858671399574,-9749.830310497446,-3.9105692476713902,0.059372800292585036,-3.9648968516177767
15,0.00031753639993007743,0.7579206370276125,0.16055738837084726,0.07990483137727905,0.21853023073489725,0.16805965675962742,-9751.186937211067,-3.8913324990915092,0.05937855369033142,-3.9842224727743245
16,4.3444084618258295e-05,0.775474283536356,0.14368997759407243,0.07922542972542783,0.21353312194911556,0.17234491684584924,-9751.408185404784,-3.913936180602764,0.05802131664971171,-3.956643242799223
17,-0.1163642264221457,0.788843493662247,0.12621929104904042,0.05816134552038097,0.2059131740192277,0.17757833038978404,-9749.778620007015,-3.9455901400530227,0.05549322814703292,-3.557268722562443
18,-0.11490116649352786,0.766928613375798,0.14497127284283384,0.061401843008155654,0.21179877369772054,0.17275225809661438,-9749.776889163111,-3.7429744371823452,0.0569847031899966,-3.8807918348964052
19,0.0004908358151810292,0.7502741624401268,0.17363817198248896,0.07448332010368489,0.21723279354743952,0.168771803463136,-9750.010799365273,-3.8203723754580716,0.058680348053354765,-3.690455266337619
20,0.00036785655849751295,0.7465510503623801,0.1824680063537359,0.06947081891563817,0.21816120122144234,0.1677177739932485,-9749.01664049245,-3.745762332933148,0.05892907628632346,-4.0342827891915745
21,0.00023081723326022827,0.74097151175376,0.1902426292796327,0.06736043563867866,0.21991624662146986,0.1666299173466356,-9749.41062576848,-3.8965290762498253,0.059497133160803475,-3.73607273762796
22,0.0030909642333834877,0.7359949919003792,0.1961157295020241,0.06703308333640852,0.2213598420422055,-0.16548272273432768,-9749.620272373932,-3.7803159859089033,0.059929907742472414,-3.7729183230791663
23,0.00023748394666300377,0.7360502961210817,0.19641222150332693,0.06605532964008164,0.22127635930895284,0.16560453035071232,-9749.659007553608,-3.777341945056546,0.0599063899396943,-4.031025392054905
24,-0.13055099050519278,0.7289655457203268,0.19780734178869303,0.04341912022832663,0.22131895230886633,-0.1653692273923587,-9748.82077819838,-3.9394579769009836,0.059685078980648655,-3.752232613924836
25,0.00022780541302656502,0.74821339686141,0.18533309564565914,0.06499475247398233,0.2173224078063603,0.16957173680617707,-9750.476654912352,-3.8053260291278797,0.05880238477947058,-4.040790662002432
26,0.0004847717340639591,0.7804217084038538,0.15516182521272173,0.06299374615806413,0.2052492485006816,0.17853671206287103,-9749.596212919552,-3.921383773429499,0.055192933153472575,-3.81237896366224
27,-0.11922679399570627,0.7794817394056319,0.15048554575335074,0.0425185005091759,0.20208767635323185,0.18049453543916902,-9748.180832932967,-3.8765904287760877,0.05392545911847704,-3.722609966512281
28,0.000291218701055344,0.7802508741568953,0.15193072607439667,0.06616065529471528,0.2043437968555258,0.17864018204954366,-9749.151946977006,-3.7794470898204007,0.054775802189580884,-4.175435352835041
29,0.006123040783465865,0.7695767690769497,0.16478435047905382,0.06545675594733662,0.20945421705633058,-0.17514054284584446,-9749.612820324799,-3.986472758817651,0.056393503329626685,-4.077253632685501
30,-0.1257770837696261,0.7775252988315471,0.1519628781594159,0.04159133355223574,0.20303734314204408,-0.17944331757637608,-9747.830441376364,-4.033034221631404,0.05417238248862395,-3.760895880844191
31,-0.1275048582519183,0.7537716794098135,0.17175198514957718,0.04494759254116892,0.2094593096243812,-0.1739142604332633,-9747.43943766764,-3.881593025773444,0.055766407573832326,-4.189412514163509
32,0.0019123411512465102,0.7661735049106235,0.1697941900008297,0.06300018912070707,0.20999509790911802,-0.17409394365267683,-9748.628647174328,-4.031665958678998,0.056440277123625315,-3.8092864783202596
33,0.002806003886034726,0.7774689969425852,0.15861995814302587,0.06302638258966284,0.20642969925431864,-0.1772171265557244,-9749.09510541199,-3.8971437322561546,0.055495003662039605,-4.120249349331347
34,0.0020441977677591507,0.7799717707407875,0.15664913439005246,0.0623413037081495,0.20487810907845802,-0.1784384157932336,-9749.208321732052,-4.011945490318394,0.055011407154341205,-4.349024381351867
35,-0.1322404700881794,0.7822498195959995,0.1476930212205097,0.039726712014305776,0.20159661318894267,0.18075432566403088,-9748.233122980271,-4.189441540893173,0.053816525561917655,-4.289052132844022
36,0.004611455161668257,0.785448685682766,0.14975993958393602,0.06438504861656785,0.20439127224817238,-0.1789257304089854,-9749.972865932366,-4.190972616626165,0.05499881596936419,-4.436513212637475
37,0.0038759132858489998,0.7856696799231626,0.15087542478124866,0.06304134210162589,0.20618901628497788,-0.17759510555073135,-9750.064192197553,-4.285504025860165,0.05566855722184207,-3.8826097590290383
38,0.0018887440231144348,0.7651359409805378,0.16462785647879224,0.06905204755058475,0.21099208907206482,-0.17257839011673293,-9749.048367892761,-4.038585808515358,0.05666479176815707,-4.246918217357926
39,-0.1407186930929538,0.7611864889374478,0.1663790784740053,0.04019192754789894,0.20901660698302782,-0.17357385104640458,-9746.29982544509,-4.185898233396679,0.0557450231614995,-4.048419071123769
40,-0.00028020707834872766,0.7712419407284129,0.16442320263442411,0.06290549460115014,0.20921910313589542,0.17404283399889248,-9748.028552413818,-4.089665422571008,0.05622449872362953,-4.135616975374206
41,-4.754397209827056e-05,0.766051114041127,0.17072847352669107,0.061840251433535866,0.21014398364730622,0.17322787380476512,-9747.840977979778,-4.109671412309464,0.056416847393843686,-4.233042830118873
42,1.2018712331873757e-05,0.7408987165404084,0.1949882636722759,0.0626862551328404,0.21725649190345847,0.16679887506846308,-9747.409216295873,-4.1594592122346965,0.058311579849707404,-4.134234170127312
43,0.0002101301475389585,0.7415099478012472,0.1968540663585294,0.060434788107368846,0.2193650461266378,0.1640881214696626,-9745.882073150364,-4.130413727883712,0.059032190090340546,-4.259960961447607
44,0.002685122500347308,0.7435019612898405,0.19520690388712172,0.060636864015368865,0.21876702653052765,-0.16467129535390335,-9746.159467115911,-4.188570443457254,0.05886801975372478,-4.118503501471237
45,0.002774907674660477,0.7538802956368853,0.1848468299057866,0.06057620482866044,0.21512169877659737,-0.1677554918144462,-9746.23437201305,-4.135824719973079,0.057781776162676254,-3.9621383223881197
46,0.0018242002739052945,0.7779143410821097,0.16113012226504825,0.05999815765246049,0.20743992659787494,-0.17409538387332646,-9746.485327832355,-4.04170659774438,0.055640539391860595,-4.021200218387479
47,-1.005827204519974e-05,0.7953738873307907,0.14340951055521622,0.0597823629421102,0.20066296545611373,0.17865844020659222,-9745.837701525534,-4.038575272980037,0.05364131637027708,-4.295606039776344
48,0.002357646510343326,0.7780331065816309,0.16056122299934483,0.06051977481508416,0.20558073086453715,-0.1750792204484063,-9746.059308784053,-4.1749828839621825,0.05492016281991927,-4.288228814448625
49,0.0013428782221641257,0.7726552643083793,0.16595347482496706,0.060334695230378724,0.2075555044794126,0.17364593786219917,-9746.038771154108,-4.212329084787542,0.05549505220695446,-3.968066093465527
50,0.0041312720441205805,0.7702260978072304,0.16909126893646698,0.06022977910327756,0.2093097952832359,-0.17257653185223154,-9746.404536492786,-4.064111914845066,0.05610292341587494,-4.356311187379009
51,0.003797103334151046,0.7869565104808174,0.15394631354213195,0.058674284016041314,0.20373799185121055,-0.17736231526452684,-9746.98486868999,-4.223067412110536,0.05462011671637853,-4.46526723576578
52,0.0022841943996752675,0.7862881918625672,0.15274965352057557,0.060177143216441714,0.20356656518606409,-0.17691609028853195,-9746.678417195008,-4.331722666258915,0.054464843624910345,-4.370478991294745
53,0.000216747518646573,0.7808100148931298,0.16001690209301994,0.05801468939494865,0.20549543684931765,0.17546577876064973,-9746.239309030345,-4.323879607236241,0.05501568272946612,-4.435583505372293
54,-0.1564409278527408,0.7663900591073686,0.16606072796722005,0.03169343308673439,0.2056684617501982,0.17464341358705365,-9744.042020177087,-4.375333582736369,0.05453580210934681,-4.090608296862607
55,0.00218054536035115,0.7684770157795363,0.17280353832258388,0.057939009739504055,0.20889426429354685,-0.1730833267462184,-9746.546710361972,-4.206174807037601,0.055934368436956185,-4.492026044856978
56,4.6492652384026795e-06,0.7700008730660342,0.172471237003422,0.05640958073206393,0.20828217597936077,0.17399511069139184,-9746.756803002874,-4.366079795808144,0.055806562647410685,-4.279370887094011
57,0.002581532985711746,0.7643026821569647,0.17726292543231204,0.0578974883534097,0.21082623117371763,-0.17194302757967617,-9746.739334683078,-4.301721033024669,0.05656884203568116,-4.290803944308255
58,-0.002259409624118848,0.76089572546344,0.17968219535435961,0.05772991629779195,0.21072446201878764,0.17179307717428627,-9746.274115044409,-4.287788761585803,0.05640912890953727,-4.234304314490827
59,0.004876425828767696,0.7560818555356725,0.1818919264391948,0.06190929407209721,0.213405861051075,-0.1694735735351871,-9746.541533534364,-4.251091756028591,0.05723494146876061,-4.352166822626105
60,-0.15744506245312515,0.7618335591520403,0.16448880443267505,0.03754544261825647,0.20908396185909695,0.17240110884321552,-9744.64891342646,-4.317347114282248,0.055662887224837074,-4.454153933799012
61,-0.0007250272999419643,0.8312613894366765,0.10582611536752376,0.06167225824661694,0.1900585964806355,-0.18625063811961096,-9746.037043149303,-4.367402163692396,0.05100318261295929,-4.412595192348221
62,-0.000630191443367783,0.8510532947691202,0.0837591264930167,0.06392592330174694,0.1825520833544752,0.1905964272530492,-9745.421721176954,-4.37188801893685,0.048964188505295214,-4.715622821137166
63,-0.14475570551470585,0.82015284338645,0.10349239235557563,0.04299990059205353,0.1874383513869411,0.18708789629646078,-9743.541870205343,-4.535280916609591,0.049512300737080024,-4.196037278026418
