iteration,b0,b1,b2,b3,q,loglik,predicted,var,actual
0,-0.011046262896289846,0.5110342374032826,0.36749434576856055,0.08923802913819436,0.5030456776535523,-20031.100457498917,-0.4656862830664853,0.2530604358929266,-0.8764780233116625
1,-0.011522629085255125,0.5113533698003023,0.3665644955239238,0.08992296704425928,0.5033227287938871,-20031.504069427327,-0.6125118123997904,0.2533365041072248,-0.6913890649513041
2,-0.0113922004191497,0.5122977973613836,0.36423937876663026,0.09132745088824204,0.5031813520157548,-20031.40678096013,-0.6263696980752671,0.25319514987775504,-0.5841603180530447
3,-0.011416003837347961,0.5118617329550086,0.3641932786491112,0.09192473404886214,0.5031178355470914,-20031.114139517802,-0.6232405236982851,0.2531319796898061,-0.317655632933634
4,-0.010996075156219037,0.5116321761450902,0.3632306197813288,0.09319037200194588,0.5028976710756183,-20030.816100723692,-0.4544970792545218,0.25290954328498544,-0.5470357502199757
5,-0.011352202834100641,0.5102953648518936,0.3644444002009299,0.09350140318142461,0.5028196969099705,-20030.187302188544,-0.5539249471532334,0.2528329339896549,-0.5346979846048283
6,-0.011356146923546813,0.5102868492231079,0.3637310304032425,0.09428731759318965,0.502877391986666,-20030.22511252061,-0.5222023545770196,0.2528897641602839,-0.7676911889944399
7,-0.011681974499519548,0.5103071814168751,0.3634405117559325,0.09468123539997753,0.502931980422004,-20030.228251766217,-0.6302015502736074,0.25294286362541635,-0.23816616661718581
8,-0.01115748048395182,0.5107114750606099,0.3618238346312826,0.09589961032065081,0.5029742566012569,-20030.411757954636,-0.37707042983098316,0.252985767837708,-1.0013642577107764
9,-0.01176883689086207,0.5089542979152104,0.3637669008274315,0.09586369351220805,0.5029307436997521,-20030.419786419036,-0.7570719068639126,0.2529434110286468,-0.6086329937893675
10,-0.012183372009668625,0.5074307112386223,0.3660044352262146,0.09527012273917226,0.5026137438849037,-20029.20413512014,-0.6013618623465902,0.25262454023384295,-0.9507975011398189
11,-0.012360613455374982,0.5074897711610367,0.3658545342411102,0.09539174937448865,0.5026604144106952,-20029.385670424184,-0.7769412440331447,0.2526698096330201,0.08077608145846166
12,-0.011847495625410659,0.5071025485893597,0.36520021734168395,0.09640553024606671,0.5033524495156909,-20030.615055861643,-0.27169577504856623,0.2533677303046402,0.22540661185991026
13,-0.010912553040926833,0.5087764352000417,0.3630809629832509,0.09677567133567544,0.5032817215698596,-20030.654954024783,-0.16598366261692413,0.2532958824693881,-0.25333980754888635
14,-0.010869250359737875,0.5084455494058131,0.363058803052147,0.09714554601905678,0.503180157490978,-20030.54733722872,-0.30376672636925317,0.25319439269830596,-0.6257652451340099
15,-0.01128052296771182,0.5082348956420881,0.36264713591616293,0.09782619712275015,0.5033243417589981,-20030.73233741595,-0.46260487311160925,0.25334059582116575,-0.05391905974673643
16,-0.010606738727574916,0.5082620451202309,0.36205231908069874,0.0983602919403245,0.5033233736299815,-20030.914953585474,-0.1449838116119868,0.2533455569271591,0.3653249331794287
17,-0.010521033738657554,0.5083033228405147,0.3634086846513913,0.09705865914762435,0.5034716896044421,-20030.94766452312,0.059116835493284794,0.2534906159062422,0.020627145131045705
18,-0.010290711161351544,0.5098826443552487,0.36048673994490876,0.09841949072578629,0.5033067947640564,-20030.762289165978,-0.09771197719553218,0.2533215953346817,-0.11393422845125152
19,-0.010564556735327947,0.5078851477190673,0.36408182719508586,0.09685494366767561,0.5028301094187974,-20029.789051890773,-0.14459458371367015,0.2528423865408157,-0.24974223953186125
20,-0.010963411519946738,0.5067227877937528,0.36565794316592726,0.09641334278119322,0.5027347723207862,-20029.38713550669,-0.16986050228886163,0.2527494331821252,-0.30542843443129164
21,-0.011464940052000333,0.5069383382373209,0.36560440079591106,0.09622938636499186,0.5026535909279227,-20029.111336271322,-0.2112720622310191,0.25266381714281166,-0.3260560158957456
22,-0.011883489631690109,0.50770371744902,0.3647486581810796,0.09634776783728528,0.502471215994198,-20028.908886993293,-0.27837816875616117,0.2524800526878294,-0.5050929420304483
23,-0.011273021369712588,0.5104457121429586,0.36017788311961074,0.09826896753768115,0.5018652247770088,-20027.66018876046,-0.3961723461963607,0.2518717779033174,-1.297585423468687
24,-0.012689602042389034,0.5102979382602097,0.36180134679813625,0.09671162453604362,0.5023634628035651,-20028.51140356281,-0.8338190135373555,0.2523715498790157,-1.4368352859768119
25,-0.013256415379081284,0.5122231095178198,0.3604465645416586,0.09617156201872577,0.5027055602239278,-20029.203834048465,-1.0000835554119107,0.25271618454782135,-0.6235207479485683
26,-0.012952900434899463,0.5111875508518267,0.3608816347860301,0.09672151692211556,0.5028490192515565,-20029.483567104304,-0.6850066239272109,0.25286069822030127,-1.0126781844785133
27,-0.013339252409686989,0.5109267680400845,0.36182524495934504,0.09610526433722119,0.502786825975677,-20029.517911452553,-0.9103428924432475,0.25279865934608164,-1.2608140037778066
28,-0.01334291410424713,0.5104772063594833,0.3623425787946843,0.09614660646927795,0.5027407804103078,-20029.36991206067,-1.0828859866567524,0.252750922986598,-0.5682405716844631
29,-0.012584467466220717,0.5107317685622097,0.3601144399398464,0.09803110019823624,0.5029123974521683,-20029.74251344453,-0.7266509324937991,0.252925698434994,-1.1582444688052445
30,-0.01293742133700522,0.5100053275597368,0.3626591286815395,0.09618627143257902,0.5029093651958971,-20029.86428605246,-0.9576247430661959,0.25292320141205266,-0.5921832063421094
31,-0.013299163050629767,0.5102440898694356,0.36287211992955115,0.09561509496195872,0.5026259972160515,-20029.038647158803,-0.7157835549854505,0.25263629796158166,-0.0029953325328140067
32,-0.012629970451404831,0.5109269291293148,0.36036753777567776,0.09743383201902117,0.5030173926576267,-20029.90997338034,-0.37714263812059406,0.2530313238803307,-0.271940361880729
33,-0.012129894477391405,0.5105073904442566,0.3603228755236388,0.09793774960313859,0.5028560183958407,-20029.525313661874,-0.40257382401312763,0.2528672675646721,0.03801273191456396
34,-0.011465689355770615,0.5108948225283487,0.3595511861812281,0.0983122279008171,0.5029625030848098,-20029.782183414878,-0.22049939771046279,0.25297490365495073,0.5796334173270794
35,-0.01054677421620433,0.5123235053663882,0.35846310843167484,0.09793857409973589,0.5035621159261878,-20031.01198296895,0.15788751222031686,0.2535813838286946,0.46765057235251845
36,-0.010377278012484595,0.5137030821369335,0.3575597053987894,0.09749528772073707,0.503650540975661,-20031.199240790258,0.20459421381366252,0.25366730130462845,0.21096928069922433
37,-0.009759983762570892,0.5133491126212955,0.3578251092015793,0.09754676217097114,0.5031272697789928,-20030.350962745506,0.11895605448532023,0.2531397202877673,-0.5100269394658928
38,-0.0105958934773411,0.513566724958918,0.3561235176250342,0.09900952128348454,0.5035460207867172,-20031.145158696345,-0.21150241845070128,0.25356325216361947,0.9046726667649791
39,-0.009003683225246629,0.5110529930904766,0.3610493713888072,0.0965010893242017,0.5044247407947609,-20033.089257647138,0.4659706296342914,0.2544477622782761,1.1007529548065598
40,-0.008259090236844208,0.512871762858393,0.36132900538942014,0.0944395282457437,0.504778469899045,-20033.852292405718,0.6026228569583527,0.2548060104838361,0.38420885961642914
41,-0.008387812051054284,0.5118656792812594,0.36177949119823966,0.09488687394934807,0.5047836636299636,-20033.943986006943,0.2950214074399096,0.254809237370743,0.21280254372482255
42,-0.008494739575577214,0.5118870655657356,0.36147598825908156,0.09513140273965366,0.5048642556855046,-20034.09469219227,0.22516490739414613,0.25489494501412524,-0.27671781750958374
43,-0.009011442624843716,0.5123839478571619,0.359304426123,0.09671919898768529,0.5051637394049981,-20034.708915302715,0.03593414157842789,0.25519722796623795,-0.1300798748281066
44,-0.008848913545656053,0.5129976652668783,0.35838968781023584,0.09688479140978352,0.5048395361712191,-20034.396889492946,0.01162926173950571,0.25486858970686227,-1.3435186475521979
45,-0.01001301043946328,0.5147768635110481,0.35260843385785645,0.10066138216683221,0.5064552275177856,-20037.849500202898,-0.7169932449138086,0.2565014859180189,-0.7675751023536335
46,-0.010429721526184346,0.5149030602036904,0.35316584260823525,0.10005852098340151,0.5065090619698458,-20037.49489661055,-0.5634832724142015,0.25655452972559994,-0.4348568000234171
47,-0.010558062290110463,0.515660079345728,0.35263765070756287,0.09990772963130434,0.5065650210968149,-20037.54811570454,-0.4691225638655738,0.256611769154748,-0.2575653158633545
48,-0.009104988346510842,0.522305643708192,0.34244300425222063,0.1032928657797422,0.5043460377621444,-20034.419477543193,-0.3833946652856368,0.2543679091562253,-0.5550917717460968
49,-0.009903757002359499,0.5195022694115455,0.34791684050892824,0.10077383509172362,0.5040502957191901,-20032.7669360441,-0.5472822686701304,0.2540727930951756,-0.6052078607424642
50,-0.01017753436823094,0.5194064336726445,0.348646313335379,0.10016094693504807,0.5041059000447723,-20032.640328857004,-0.505791214085008,0.2541271846316447,-0.8350914832520051
51,-0.010359972099177335,0.519929265606912,0.3482083645215239,0.09996972788340196,0.5041518077345564,-20032.862276090134,-0.6126180467374421,0.2541713049919161,-0.7855749459150103
52,-0.010419053969992924,0.520157341226198,0.3482784563885538,0.09958752424326067,0.5040507853730457,-20032.79123532078,-0.6177282160907376,0.2540709752715827,-0.35171916412612053
53,-0.010236412782284435,0.5196587518494895,0.3484180877219868,0.09996746830487807,0.504183540917742,-20032.914632060063,-0.43582067209617087,0.25420614906921907,-1.0994936219281968
54,-0.010853614226450346,0.5192368586327205,0.34993341077239215,0.0987115830219661,0.5046096508507603,-20033.82849761305,-0.8109981914882287,0.2546351655588455,-1.12502644819541
55,-0.011337870641247434,0.5199841620607357,0.350398459084329,0.09747575127785184,0.5047904877346665,-20034.04012180944,-0.8710523694726127,0.2548170516092961,-0.912960475837677
56,-0.011034333531682199,0.5209679226441986,0.349060427913684,0.09770204508233747,0.5044432959775891,-20033.711162030984,-0.7906859045827825,0.2544683730199424,-1.550989647753964
57,-0.011871602226454978,0.520639388767492,0.35183151319963124,0.0952032780354388,0.5049450059126097,-20034.596646282695,-1.14430471163808,0.25497228085583246,-0.38716390149778146
58,-0.01131095825189208,0.5184173856344721,0.3524351192615577,0.09669470350692103,0.5056101017329353,-20035.714939343026,-0.6481157678134455,0.2556463673139497,-0.5088310475895605
59,-0.011272818467961002,0.5190440717637931,0.35161889624824927,0.09686535647670132,0.5057281308133145,-20035.907767852543,-0.6553883160658587,0.2557640258725285,-1.0317959930046692
60,-0.011267116502255429,0.5197405815207349,0.350730392198104,0.09694401781144774,0.5055926629755864,-20035.93564157595,-0.8761488158317584,0.25562921313670023,-0.83636364011465
61,-0.011222905074290104,0.5198954017748143,0.35070527264250345,0.0967797370413011,0.5054838624649709,-20035.72537566691,-0.7953587548837521,0.25551949729290907,-0.3244199986994675
62,-0.01103480654679183,0.5185749789261132,0.3531469678602934,0.09558157315939626,0.505487149844829,-20035.469983650866,-0.48199023327184815,0.25552156548185945,0.13490884599988034
63,-0.010580706485021685,0.5187534449030654,0.3535830825072007,0.0948193934329958,0.5058498139286585,-20036.039851816775,-0.24189872303833643,0.2558868203314356,-0.7504667904501027
64,-0.011089536666875467,0.5172716024802924,0.35498641261803304,0.09494469018234857,0.5061663147595578,-20036.622902692834,-0.6484929656859393,0.2562092389996967,-0.557414934341405
65,-0.011134888189291946,0.5175611801402384,0.35496364264533314,0.09466247376790254,0.5062456799508867,-20036.72755817296,-0.5278869569949454,0.25628754163373446,-0.4891746844095884
66,-0.010607764038667627,0.5182414238256474,0.35345436742066294,0.09536081463851037,0.505829735443053,-20036.24495498269,-0.47153827258375974,0.2558669459481666,-1.3554264355717904
67,-0.011182295261530719,0.5185303131258379,0.35193578817206805,0.09674675041326912,0.5063390953917781,-20037.522179976873,-0.9306351209475868,0.2563822638327718,-0.8795445104441232
68,-0.011404506984413709,0.5182194462728891,0.3528197674375798,0.09618087110538893,0.5064418443200627,-20037.368927736425,-0.810142578557891,0.25648779948844297,-1.710398931197587
69,-0.012051474234698777,0.51885886182094,0.3522432729408846,0.09633180879486489,0.5072100785095234,-20039.01337621127,-1.2552348696587714,0.2572654425773606,-1.5296477520325573
70,-0.01230074664239743,0.5199448902281556,0.35155646993459805,0.09602222767521115,0.507336558632504,-20039.231416703275,-1.2656183627130628,0.2573957223865936,-1.1462924309898082
71,-0.011796326979203289,0.5203786242181944,0.35030750306683156,0.09665379493216762,0.5068959480522813,-20038.848031307858,-1.1561084569083062,0.25694867674567046,-0.9430454383694994
72,-0.011662792672279106,0.5195704224867301,0.3508498030001185,0.09678158861754094,0.506927503854014,-20038.798274500397,-1.0362100086035135,0.2569789085292895,-1.242408370854179
73,-0.012005811815793098,0.5197419770101881,0.35083740289899,0.09677217284675699,0.5071675463186939,-20039.083489940367,-1.1980954112698403,0.2572223026636757,-1.561899226274794
